"sum","crop_year","crop_state","crop"
"8.2229598192476205",2009,"Chhattisgarh","Urad"
"324.4866651114490336",2017,"Telangana","Maize"
"23.6432831292731521",2009,"Arunachal Pradesh","Maize"
"256.0536173624810353",2009,"Bihar","Maize"
"30.2531823802174335",2016,"Arunachal Pradesh","Urad"
"22.9504142462372607",2005,"Himachal Pradesh","Maize"
"31.7185993111366244",2004,"Punjab","Maize"
"5.2429649806554669",2001,"Himachal Pradesh","Urad"
"1.5454545454545454",2013,"Uttarakhand","Moong(Green Gram)"
"48.5491770644089013",2017,"Jharkhand","Rice"
"32.5556699336426952",2017,"Arunachal Pradesh","Maize"
"40.1337182141529967",2003,"Punjab","Maize"
"7.1184267892559334",2002,"Chhattisgarh","Moong(Green Gram)"
"11.9606004028544708",2001,"Tamil Nadu","Urad"
"3.7954545454545453",2004,"Punjab","Urad"
"34.6439863368040523",2017,"Himachal Pradesh","Maize"
"109.7018487759661372",2009,"Tamil Nadu","Rice"
"2.8877551020408163",2013,"Kerala","Maize"
"17.9149509730702226",2009,"Arunachal Pradesh","Rice"
"28.0650555623399621",2013,"Himachal Pradesh","Maize"
"44.4371710557132548",2008,"Punjab","Maize"
"18.8772147151523483",2006,"Chhattisgarh","Maize"
"89.3382303466974515",2004,"Kerala","Rice"
"2.6811594202898549",1997,"Punjab","Urad"
"163.1517297289067447",2017,"Bihar","Rice"
"32.6219155331267074",2013,"Uttarakhand","Rice"
"27.1049766518258804",2012,"Bihar","Urad"
"29.5627412940282991",2001,"Himachal Pradesh","Maize"
"46.7727242711167859",2015,"Chhattisgarh","Maize"
"9.625",2016,"Punjab","Moong(Green Gram)"
"3.4285714285714286",2009,"Uttarakhand","Moong(Green Gram)"
"56.2137178734560551",2014,"Jharkhand","Rice"
"26.6599424538211949",2007,"Bihar","Urad"
"101.9676995007841561",1999,"Bihar","Rice"
"26.1249684132235549",2006,"Bihar","Urad"
"56.6290337857825016",2014,"Telangana","Rice"
"17.8104495001163202",2017,"Himachal Pradesh","Rice"
"86.3222065987144798",2012,"Punjab","Rice"
"16.0022978473357478",2004,"Himachal Pradesh","Rice"
"26.6802325238935438",2009,"Uttarakhand","Rice"
"56.6401994045856458",1999,"Punjab","Rice"
"6.3554530277864663",2015,"Himachal Pradesh","Urad"
"9.7336219336219336",2004,"Punjab","Moong(Green Gram)"
"179.1425872347547549",2011,"Bihar","Rice"
"1.2333333333333333",2004,"Uttarakhand","Moong(Green Gram)"
"52.6838003860658925",1998,"Punjab","Rice"
"71.3678499236869402",2014,"Telangana","Maize"
"334.0677535813242236",2010,"Bihar","Maize"
"28.8436396050668836",2005,"Uttarakhand","Rice"
"359.9310894150919591",2017,"Tamil Nadu","Rice"
"393.2361953361237115",2015,"Tamil Nadu","Maize"
"21.2284464394602878",2016,"Jharkhand","Urad"
"101.6742896877511480",2011,"Kerala","Rice"
"21.6965067361259043",2003,"Arunachal Pradesh","Maize"
"16.0160692473229395",1998,"Himachal Pradesh","Rice"
"35.7625721509886466",2013,"Tamil Nadu","Moong(Green Gram)"
"165.5045865597821881",2015,"Bihar","Rice"
"37.4375651533095819",2017,"Chhattisgarh","Rice"
"3.5961908663387957",2002,"Himachal Pradesh","Urad"
"0",2013,"Kerala","Moong(Green Gram)"
"174.3877672801301116",2016,"Tamil Nadu","Maize"
"41.869102539251793",2009,"Punjab","Maize"
"79.5519739003252860",2009,"Punjab","Rice"
"29.7868839969828633",2014,"Arunachal Pradesh","Maize"
"24.6839585496608071",2003,"Bihar","Urad"
"95.7322724224791363",2008,"Kerala","Rice"
"17.1453711571790627",2016,"Himachal Pradesh","Rice"
"28.0013893759339219",2000,"Himachal Pradesh","Maize"
"11.1292355452905039",2013,"Uttarakhand","Urad"
"51.4481515065295762",2014,"Tamil Nadu","Urad"
"28.2650601032953972",2005,"Punjab","Maize"
"18.9390164234143984",2008,"Arunachal Pradesh","Rice"
"32.8357935132025237",2012,"Jharkhand","Maize"
"58.4778372072264304",2002,"Punjab","Rice"
"13.0459102923716195",2013,"Telangana","Urad"
"3.2747419247419246",2007,"Himachal Pradesh","Moong(Green Gram)"
"27.1992717213870333",2015,"Jharkhand","Maize"
"11.1309059161203963",2003,"Tamil Nadu","Urad"
"21.0269071222708060",2002,"Arunachal Pradesh","Maize"
"81.1240615235696623",2003,"Kerala","Rice"
"10.3323260073260073",2010,"Punjab","Moong(Green Gram)"
"88.5421069585482709",1999,"Kerala","Rice"
"7.7856539388017191",2008,"Chhattisgarh","Moong(Green Gram)"
"20.2141211192271138",2000,"Bihar","Urad"
"19.3099328715808381",2003,"Chhattisgarh","Maize"
"25.9428007706704714",2004,"Himachal Pradesh","Maize"
"12.7402442572111783",2009,"Tamil Nadu","Moong(Green Gram)"
"48.3452694651626997",2016,"Jharkhand","Maize"
"3.7409161780560223",2006,"Himachal Pradesh","Moong(Green Gram)"
"61.7517800963073241",2017,"Bihar","Moong(Green Gram)"
"4.6881077024261395",2005,"Himachal Pradesh","Urad"
"19.6184596926128769",2007,"Arunachal Pradesh","Rice"
"13.9557511778073593",1999,"Tamil Nadu","Urad"
"24.2066544566544573",1998,"Punjab","Maize"
"88.3699470599947648",2002,"Kerala","Rice"
"2.1212121212121211",2006,"Punjab","Urad"
"2.2388888888888889",2000,"Uttarakhand","Moong(Green Gram)"
"13.1326954334736537",2011,"Chhattisgarh","Moong(Green Gram)"
"3.0289216982639404",2000,"Himachal Pradesh","Moong(Green Gram)"
"32.5149105150207302",2014,"Uttarakhand","Maize"
"22.3855357350747787",2012,"Uttarakhand","Maize"
"31.6710848598126990",2016,"Arunachal Pradesh","Maize"
"24.5902807066437379",2014,"Arunachal Pradesh","Rice"
"297.3526880895199439",2007,"Bihar","Maize"
"7.6502734253202704",2005,"Uttarakhand","Urad"
"23.3379626976775617",2002,"Bihar","Urad"
"19.8331712823244820",2017,"Jharkhand","Urad"
"14.7757244856549371",2001,"Arunachal Pradesh","Rice"
"27.6706028189024545",2000,"Uttarakhand","Rice"
"9.2835263743663006",2011,"Uttarakhand","Urad"
"8.7787774800605512",2012,"Tamil Nadu","Moong(Green Gram)"
"1.9456327985739750",2003,"Uttarakhand","Moong(Green Gram)"
"54.5973315232146610",2006,"Jharkhand","Rice"
"37.4165570213996773",2000,"Bihar","Moong(Green Gram)"
"53.4083428225842958",2016,"Bihar","Moong(Green Gram)"
"14.5522860479933862",2010,"Tamil Nadu","Urad"
"1.21",2008,"Uttarakhand","Moong(Green Gram)"
"7.6408822419520871",1999,"Punjab","Moong(Green Gram)"
"29.9666674361487869",2012,"Himachal Pradesh","Maize"
"8.9876045138270982",2014,"Telangana","Moong(Green Gram)"
"28.0909424735022900",2010,"Bihar","Urad"
"14.2883987343785218",1999,"Arunachal Pradesh","Rice"
"3.9999999999999999",2005,"Punjab","Urad"
"368.7066071514104815",2015,"Bihar","Maize"
"2.8611111111111111",2006,"Uttarakhand","Moong(Green Gram)"
"12.3012499831896394",2012,"Uttarakhand","Urad"
"32.4801453290556177",2007,"Uttarakhand","Rice"
"95.3467318373708339",2009,"Kerala","Rice"
"22.7470483619397614",2008,"Chhattisgarh","Maize"
"13.3683218474570030",2013,"Telangana","Moong(Green Gram)"
"29.1727030709291723",2012,"Uttarakhand","Rice"
"104.9741571751666262",2009,"Bihar","Rice"
"32.3124611317231326",2011,"Jharkhand","Maize"
"1.9910364145658261",2016,"Himachal Pradesh","Moong(Green Gram)"
"103.0200668780124088",2014,"Kerala","Rice"
"0",2012,"Kerala","Moong(Green Gram)"
"23.8849709965770887",2017,"Bihar","Urad"
"20.4785602216390037",2002,"Chhattisgarh","Maize"
"44.6476773795467599",2011,"Bihar","Moong(Green Gram)"
"11.1205510542171109",2007,"Tamil Nadu","Urad"
"361.9863603139698497",2014,"Bihar","Maize"
"110.4122150189499500",2008,"Tamil Nadu","Rice"
"284.6481380748369263",1999,"Bihar","Maize"
"17.2929436492916286",2004,"Arunachal Pradesh","Rice"
"33.5719794499832885",1999,"Bihar","Moong(Green Gram)"
"8.0037119282000034",2003,"Chhattisgarh","Urad"
"2.9166666666666666",2012,"Punjab","Urad"
"6.1088520342875796",2002,"Uttarakhand","Urad"
"18.5764815074597113",2004,"Chhattisgarh","Rice"
"10.3507575757575758",2009,"Punjab","Moong(Green Gram)"
"146.6281848337423413",2014,"Tamil Nadu","Rice"
"41.5263275200608996",2009,"Bihar","Moong(Green Gram)"
"9.8339826839826840",2011,"Punjab","Moong(Green Gram)"
"6.3258759535926776",2010,"Himachal Pradesh","Urad"
"41.5723048904632024",2002,"Tamil Nadu","Maize"
"41.0565211301203004",2005,"Bihar","Moong(Green Gram)"
"163.3148057959953719",2013,"Bihar","Rice"
"40.8173348390739691",2010,"Punjab","Maize"
"3.5",2014,"Kerala","Maize"
"30.4470441750090607",2008,"Uttarakhand","Rice"
"2.9545454545454545",2017,"Punjab","Urad"
"33.8322386881976893",2017,"Arunachal Pradesh","Rice"
"62.5387075651529558",2003,"Punjab","Rice"
"25.4259524079431836",2009,"Chhattisgarh","Maize"
"93.2233843996770754",2007,"Tamil Nadu","Rice"
"7.7419617042569302",2006,"Chhattisgarh","Moong(Green Gram)"
"10.9178883887139746",2014,"Uttarakhand","Urad"
"7.0407778571034480",2005,"Chhattisgarh","Moong(Green Gram)"
"1.4420954326593824",2002,"Himachal Pradesh","Moong(Green Gram)"
"71.2728169927938999",2006,"Punjab","Rice"
"102.0872174232751338",2012,"Tamil Nadu","Rice"
"2.4814814814814814",1998,"Punjab","Urad"
"3.6666666666666666",2010,"Punjab","Urad"
"22.8022899111335118",2005,"Uttarakhand","Maize"
"20.8565220222827874",2005,"Chhattisgarh","Rice"
