,State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
182774,Bihar,SHEOHAR,Moong(Green Gram),2013,Summer,997.0,Hectare,574.0,Tonnes,0.5757271815446339
182775,Bihar,SHEOHAR,Moong(Green Gram),2014,Kharif,81.0,Hectare,40.0,Tonnes,0.4938271604938271
182776,Bihar,SHEOHAR,Moong(Green Gram),2014,Summer,928.0,Hectare,481.0,Tonnes,0.5183189655172413
182777,Bihar,SHEOHAR,Moong(Green Gram),2015,Kharif,73.0,Hectare,51.0,Tonnes,0.6986301369863014
182778,Bihar,SHEOHAR,Moong(Green Gram),2015,Summer,853.0,Hectare,384.0,Tonnes,0.4501758499413834
182779,Bihar,SITAMARHI,Moong(Green Gram),2013,Kharif,22.0,Hectare,7.0,Tonnes,0.3181818181818182
182780,Bihar,SITAMARHI,Moong(Green Gram),2013,Summer,3970.0,Hectare,2152.0,Tonnes,0.5420654911838791
182781,Bihar,SITAMARHI,Moong(Green Gram),2014,Summer,3422.0,Hectare,1814.0,Tonnes,0.5300993571011104
182782,Bihar,SITAMARHI,Moong(Green Gram),2015,Summer,3411.0,Hectare,1924.0,Tonnes,0.5640574611550865
182783,Bihar,SIWAN,Moong(Green Gram),2013,Kharif,17.0,Hectare,10.0,Tonnes,0.5882352941176471
182784,Bihar,SIWAN,Moong(Green Gram),2013,Summer,968.0,Hectare,650.0,Tonnes,0.6714876033057852
182785,Bihar,SIWAN,Moong(Green Gram),2014,Kharif,16.0,Hectare,10.0,Tonnes,0.625
182786,Bihar,SIWAN,Moong(Green Gram),2014,Summer,928.0,Hectare,670.0,Tonnes,0.7219827586206896
182787,Bihar,SIWAN,Moong(Green Gram),2015,Kharif,16.0,Hectare,10.0,Tonnes,0.625
182788,Bihar,SIWAN,Moong(Green Gram),2015,Summer,930.0,Hectare,649.0,Tonnes,0.6978494623655914
182789,Bihar,SUPAUL,Moong(Green Gram),2013,Kharif,459.0,Hectare,413.0,Tonnes,0.8997821350762527
182790,Bihar,SUPAUL,Moong(Green Gram),2013,Summer,15077.0,Hectare,12635.0,Tonnes,0.8380314386151091
182791,Bihar,SUPAUL,Moong(Green Gram),2014,Kharif,28.0,Hectare,17.0,Tonnes,0.6071428571428571
182792,Bihar,SUPAUL,Moong(Green Gram),2014,Summer,24108.0,Hectare,12801.0,Tonnes,0.5309855649576904
182793,Bihar,SUPAUL,Moong(Green Gram),2015,Kharif,29.0,Hectare,18.0,Tonnes,0.6206896551724138
182794,Bihar,SUPAUL,Moong(Green Gram),2015,Summer,24195.0,Hectare,8468.0,Tonnes,0.3499896672866294
182795,Bihar,VAISHALI,Moong(Green Gram),2013,Kharif,15.0,Hectare,5.0,Tonnes,0.3333333333333333
182796,Bihar,VAISHALI,Moong(Green Gram),2013,Summer,8117.0,Hectare,5487.0,Tonnes,0.675988665763213
182797,Bihar,VAISHALI,Moong(Green Gram),2014,Kharif,12.0,Hectare,7.0,Tonnes,0.5833333333333334
182798,Bihar,VAISHALI,Moong(Green Gram),2014,Summer,7797.0,Hectare,4039.0,Tonnes,0.5180197511863537
182799,Bihar,VAISHALI,Moong(Green Gram),2015,Kharif,22.0,Hectare,15.0,Tonnes,0.6818181818181818
182800,Bihar,VAISHALI,Moong(Green Gram),2015,Summer,6910.0,Hectare,3110.0,Tonnes,0.4500723589001447
183205,Bihar,ARARIA,Rice,2013,Autumn,31941.0,Hectare,67848.0,Tonnes,2.1241664318587397
183206,Bihar,ARARIA,Rice,2013,Summer,8019.0,Hectare,19242.0,Tonnes,2.399551066217733
183207,Bihar,ARARIA,Rice,2013,Winter,94418.0,Hectare,272074.0,Tonnes,2.8815903747166853
183208,Bihar,ARARIA,Rice,2014,Autumn,23955.0,Hectare,32840.0,Tonnes,1.3709037779169275
183209,Bihar,ARARIA,Rice,2014,Summer,8369.0,Hectare,17229.0,Tonnes,2.058668897120325
183210,Bihar,ARARIA,Rice,2014,Winter,88961.0,Hectare,216846.0,Tonnes,2.4375400456379763
183211,Bihar,ARARIA,Rice,2015,Autumn,24093.0,Hectare,49788.0,Tonnes,2.0664923421740755
183212,Bihar,ARARIA,Rice,2015,Summer,7932.0,Hectare,17761.0,Tonnes,2.2391578416540594
183213,Bihar,ARARIA,Rice,2015,Winter,89986.0,Hectare,184531.0,Tonnes,2.050663436534572
183214,Bihar,ARWAL,Rice,2013,Winter,26580.0,Hectare,77450.0,Tonnes,2.913844996237773
183215,Bihar,ARWAL,Rice,2014,Winter,26045.0,Hectare,114539.0,Tonnes,4.397734689959685
183216,Bihar,ARWAL,Rice,2015,Winter,23954.0,Hectare,74837.0,Tonnes,3.124196376388077
183217,Bihar,AURANGABAD,Rice,2013,Winter,139722.0,Hectare,514563.0,Tonnes,3.6827629149310774
183218,Bihar,AURANGABAD,Rice,2014,Winter,164023.0,Hectare,619195.0,Tonnes,3.775049840571139
183219,Bihar,AURANGABAD,Rice,2015,Winter,160233.0,Hectare,553347.0,Tonnes,3.4533897511748517
183220,Bihar,BANKA,Rice,2013,Winter,95524.0,Hectare,284394.0,Tonnes,2.9771994472593275
183221,Bihar,BANKA,Rice,2014,Winter,91863.0,Hectare,323625.0,Tonnes,3.522909114659874
183222,Bihar,BANKA,Rice,2015,Winter,94567.0,Hectare,316978.0,Tonnes,3.351888079351148
183223,Bihar,BEGUSARAI,Rice,2013,Autumn,10512.0,Hectare,8367.0,Tonnes,0.7959474885844748
183224,Bihar,BEGUSARAI,Rice,2013,Summer,1023.0,Hectare,2386.0,Tonnes,2.332355816226784
183225,Bihar,BEGUSARAI,Rice,2013,Winter,18040.0,Hectare,21989.0,Tonnes,1.2189024390243903
183226,Bihar,BEGUSARAI,Rice,2014,Autumn,4515.0,Hectare,6340.0,Tonnes,1.4042081949058691
183227,Bihar,BEGUSARAI,Rice,2014,Winter,17817.0,Hectare,31110.0,Tonnes,1.7460851995285402
183228,Bihar,BEGUSARAI,Rice,2015,Autumn,94.0,Hectare,104.0,Tonnes,1.1063829787234043
183229,Bihar,BEGUSARAI,Rice,2015,Winter,18434.0,Hectare,29250.0,Tonnes,1.5867418899858956
183230,Bihar,BHAGALPUR,Rice,2013,Autumn,1086.0,Hectare,1603.0,Tonnes,1.4760589318600368
183231,Bihar,BHAGALPUR,Rice,2013,Summer,590.0,Hectare,1372.0,Tonnes,2.3254237288135595
183232,Bihar,BHAGALPUR,Rice,2013,Winter,27843.0,Hectare,53722.0,Tonnes,1.9294616241065976
183233,Bihar,BHAGALPUR,Rice,2014,Autumn,1192.0,Hectare,2073.0,Tonnes,1.7390939597315436
183234,Bihar,BHAGALPUR,Rice,2014,Summer,536.0,Hectare,1139.0,Tonnes,2.125
183235,Bihar,BHAGALPUR,Rice,2014,Winter,30623.0,Hectare,92619.0,Tonnes,3.0244913953564314
183236,Bihar,BHAGALPUR,Rice,2015,Autumn,1264.0,Hectare,1628.0,Tonnes,1.2879746835443038
183237,Bihar,BHAGALPUR,Rice,2015,Summer,271.0,Hectare,660.0,Tonnes,2.4354243542435423
183238,Bihar,BHAGALPUR,Rice,2015,Winter,31373.0,Hectare,75239.0,Tonnes,2.3982086507506453
183239,Bihar,BHOJPUR,Rice,2013,Autumn,164.0,Hectare,224.0,Tonnes,1.3658536585365857
183240,Bihar,BHOJPUR,Rice,2013,Winter,99679.0,Hectare,283162.0,Tonnes,2.8407387714563748
183241,Bihar,BHOJPUR,Rice,2014,Autumn,41.0,Hectare,71.0,Tonnes,1.7317073170731707
183242,Bihar,BHOJPUR,Rice,2014,Winter,99721.0,Hectare,287766.0,Tonnes,2.8857111340640387
183243,Bihar,BHOJPUR,Rice,2015,Autumn,488.0,Hectare,736.0,Tonnes,1.5081967213114753
183244,Bihar,BHOJPUR,Rice,2015,Winter,87552.0,Hectare,304291.0,Tonnes,3.47554596125731
183245,Bihar,BUXAR,Rice,2013,Autumn,2.0,Hectare,3.0,Tonnes,1.5
183246,Bihar,BUXAR,Rice,2013,Winter,81390.0,Hectare,250241.0,Tonnes,3.07459147315395
183247,Bihar,BUXAR,Rice,2014,Autumn,2.0,Hectare,3.0,Tonnes,1.5
183248,Bihar,BUXAR,Rice,2014,Winter,82231.0,Hectare,228890.0,Tonnes,2.783500139849935
183249,Bihar,BUXAR,Rice,2015,Autumn,3.0,Hectare,3.0,Tonnes,1.0
183250,Bihar,BUXAR,Rice,2015,Winter,83814.0,Hectare,258639.0,Tonnes,3.085868709284845
183251,Bihar,DARBHANGA,Rice,2013,Autumn,33995.0,Hectare,58523.0,Tonnes,1.7215178702750404
183252,Bihar,DARBHANGA,Rice,2013,Summer,2302.0,Hectare,4198.0,Tonnes,1.8236316246741964
183253,Bihar,DARBHANGA,Rice,2013,Winter,43366.0,Hectare,62268.0,Tonnes,1.4358714200064566
183254,Bihar,DARBHANGA,Rice,2014,Autumn,33535.0,Hectare,51141.0,Tonnes,1.525003727448934
183255,Bihar,DARBHANGA,Rice,2014,Summer,2301.0,Hectare,3889.0,Tonnes,1.6901347240330291
183256,Bihar,DARBHANGA,Rice,2014,Winter,43145.0,Hectare,79747.0,Tonnes,1.848348591957353
183257,Bihar,DARBHANGA,Rice,2015,Autumn,33978.0,Hectare,44686.0,Tonnes,1.315145093884278
183258,Bihar,DARBHANGA,Rice,2015,Summer,2165.0,Hectare,5287.0,Tonnes,2.4420323325635103
183259,Bihar,DARBHANGA,Rice,2015,Winter,42817.0,Hectare,60723.0,Tonnes,1.4181983791484691
183260,Bihar,GAYA,Rice,2013,Autumn,196.0,Hectare,302.0,Tonnes,1.5408163265306123
183261,Bihar,GAYA,Rice,2013,Winter,60920.0,Hectare,120922.0,Tonnes,1.9849310571240972
183262,Bihar,GAYA,Rice,2014,Autumn,1351.0,Hectare,2349.0,Tonnes,1.7387120651369357
183263,Bihar,GAYA,Rice,2014,Winter,104005.0,Hectare,335997.0,Tonnes,3.230585068025576
183264,Bihar,GAYA,Rice,2015,Winter,99927.0,Hectare,239915.0,Tonnes,2.400902658941027
183265,Bihar,GOPALGANJ,Rice,2013,Autumn,54642.0,Hectare,87882.0,Tonnes,1.6083232678159658
183266,Bihar,GOPALGANJ,Rice,2013,Winter,30239.0,Hectare,45090.0,Tonnes,1.4911207381196467
183267,Bihar,GOPALGANJ,Rice,2014,Autumn,55887.0,Hectare,104540.0,Tonnes,1.8705602376223451
183268,Bihar,GOPALGANJ,Rice,2014,Winter,28891.0,Hectare,61283.0,Tonnes,2.1211796061057075
183269,Bihar,GOPALGANJ,Rice,2015,Autumn,57931.0,Hectare,48011.0,Tonnes,0.8287618028344065
183270,Bihar,GOPALGANJ,Rice,2015,Winter,26321.0,Hectare,22264.0,Tonnes,0.8458645188252726
183271,Bihar,JAMUI,Rice,2013,Autumn,23.0,Hectare,28.0,Tonnes,1.2173913043478262
183272,Bihar,JAMUI,Rice,2013,Winter,50321.0,Hectare,91599.0,Tonnes,1.820293714353848
183273,Bihar,JAMUI,Rice,2014,Winter,42837.0,Hectare,87453.0,Tonnes,2.0415295188738707
183274,Bihar,JAMUI,Rice,2015,Winter,70381.0,Hectare,132219.0,Tonnes,1.8786178087836205
183275,Bihar,JEHANABAD,Rice,2013,Winter,42526.0,Hectare,118972.0,Tonnes,2.79762968536895
183276,Bihar,JEHANABAD,Rice,2014,Winter,35877.0,Hectare,118140.0,Tonnes,3.2929174680157205
183277,Bihar,JEHANABAD,Rice,2015,Winter,35877.0,Hectare,96104.0,Tonnes,2.678707807230259
183278,Bihar,KAIMUR (BHABUA),Rice,2013,Winter,115422.0,Hectare,380460.0,Tonnes,3.2962520143473513
183279,Bihar,KAIMUR (BHABUA),Rice,2014,Winter,102380.0,Hectare,281879.0,Tonnes,2.7532623559288925
183280,Bihar,KAIMUR (BHABUA),Rice,2015,Winter,109155.0,Hectare,282272.0,Tonnes,2.5859740735651138
183281,Bihar,KATIHAR,Rice,2013,Autumn,13686.0,Hectare,33142.0,Tonnes,2.421598714014322
183282,Bihar,KATIHAR,Rice,2013,Summer,29028.0,Hectare,76672.0,Tonnes,2.641311836847182
183283,Bihar,KATIHAR,Rice,2013,Winter,58294.0,Hectare,172303.0,Tonnes,2.955758740179092
183284,Bihar,KATIHAR,Rice,2014,Autumn,20966.0,Hectare,56210.0,Tonnes,2.6810073452256034
183285,Bihar,KATIHAR,Rice,2014,Summer,28477.0,Hectare,69243.0,Tonnes,2.431541243810795
183286,Bihar,KATIHAR,Rice,2014,Winter,56511.0,Hectare,154124.0,Tonnes,2.727327422979597
183287,Bihar,KATIHAR,Rice,2015,Autumn,21013.0,Hectare,40314.0,Tonnes,1.9185266263741496
183288,Bihar,KATIHAR,Rice,2015,Summer,28621.0,Hectare,66814.0,Tonnes,2.3344397470388873
183289,Bihar,KATIHAR,Rice,2015,Winter,54600.0,Hectare,111584.0,Tonnes,2.0436630036630037
183290,Bihar,KHAGARIA,Rice,2013,Autumn,10098.0,Hectare,6789.0,Tonnes,0.672311348781937
183291,Bihar,KHAGARIA,Rice,2013,Summer,206.0,Hectare,477.0,Tonnes,2.3155339805825244
183292,Bihar,KHAGARIA,Rice,2013,Winter,11452.0,Hectare,15872.0,Tonnes,1.3859587844917918
183293,Bihar,KHAGARIA,Rice,2014,Autumn,10094.0,Hectare,9540.0,Tonnes,0.9451159104418466
183294,Bihar,KHAGARIA,Rice,2014,Summer,208.0,Hectare,427.0,Tonnes,2.0528846153846154
183295,Bihar,KHAGARIA,Rice,2014,Winter,13476.0,Hectare,29511.0,Tonnes,2.189893143365984
183296,Bihar,KHAGARIA,Rice,2015,Autumn,7299.0,Hectare,7896.0,Tonnes,1.0817920263049732
183297,Bihar,KHAGARIA,Rice,2015,Summer,221.0,Hectare,514.0,Tonnes,2.32579185520362
183298,Bihar,KHAGARIA,Rice,2015,Winter,13400.0,Hectare,30376.0,Tonnes,2.266865671641791
183299,Bihar,KISHANGANJ,Rice,2013,Autumn,1797.0,Hectare,4422.0,Tonnes,2.4607679465776293
183300,Bihar,KISHANGANJ,Rice,2013,Summer,13122.0,Hectare,32701.0,Tonnes,2.4920743789056545
183301,Bihar,KISHANGANJ,Rice,2013,Winter,69208.0,Hectare,170130.0,Tonnes,2.4582418217547106
183302,Bihar,KISHANGANJ,Rice,2014,Autumn,1771.0,Hectare,2787.0,Tonnes,1.5736871823828344
183303,Bihar,KISHANGANJ,Rice,2014,Summer,13010.0,Hectare,34113.0,Tonnes,2.6220599538816294
183304,Bihar,KISHANGANJ,Rice,2014,Winter,62836.0,Hectare,184220.0,Tonnes,2.9317588643452797
183305,Bihar,KISHANGANJ,Rice,2015,Autumn,1833.0,Hectare,3563.0,Tonnes,1.9438079650845608
183306,Bihar,KISHANGANJ,Rice,2015,Summer,13206.0,Hectare,33567.0,Tonnes,2.5417991821899135
183307,Bihar,KISHANGANJ,Rice,2015,Winter,63301.0,Hectare,101795.0,Tonnes,1.6081104563908943
183308,Bihar,LAKHISARAI,Rice,2013,Winter,15654.0,Hectare,33472.0,Tonnes,2.138239427622333
183309,Bihar,LAKHISARAI,Rice,2014,Winter,15866.0,Hectare,58519.0,Tonnes,3.688327240640363
183310,Bihar,LAKHISARAI,Rice,2015,Winter,15866.0,Hectare,67771.0,Tonnes,4.271460985755704
183311,Bihar,MADHEPURA,Rice,2013,Autumn,18873.0,Hectare,28752.0,Tonnes,1.52344619297409
183312,Bihar,MADHEPURA,Rice,2013,Summer,1930.0,Hectare,3905.0,Tonnes,2.023316062176166
183313,Bihar,MADHEPURA,Rice,2013,Winter,53961.0,Hectare,78394.0,Tonnes,1.452789977947036
183314,Bihar,MADHEPURA,Rice,2014,Autumn,17032.0,Hectare,34849.0,Tonnes,2.0460897134805074
183315,Bihar,MADHEPURA,Rice,2014,Summer,1254.0,Hectare,1727.0,Tonnes,1.3771929824561404
183316,Bihar,MADHEPURA,Rice,2014,Winter,52568.0,Hectare,117196.0,Tonnes,2.2294171359001673
183317,Bihar,MADHEPURA,Rice,2015,Autumn,17327.0,Hectare,27556.0,Tonnes,1.590350320309344
183318,Bihar,MADHEPURA,Rice,2015,Summer,1384.0,Hectare,3798.0,Tonnes,2.744219653179191
183319,Bihar,MADHEPURA,Rice,2015,Winter,60928.0,Hectare,130742.0,Tonnes,2.145844275210084
183320,Bihar,MADHUBANI,Rice,2013,Autumn,43805.0,Hectare,34844.0,Tonnes,0.795434311151695
183321,Bihar,MADHUBANI,Rice,2013,Summer,6908.0,Hectare,14024.0,Tonnes,2.0301100173711637
183322,Bihar,MADHUBANI,Rice,2013,Winter,125361.0,Hectare,112720.0,Tonnes,0.8991632166303715
183323,Bihar,MADHUBANI,Rice,2014,Autumn,85245.0,Hectare,123515.0,Tonnes,1.448941286878996
183324,Bihar,MADHUBANI,Rice,2014,Summer,7230.0,Hectare,12606.0,Tonnes,1.7435684647302905
183325,Bihar,MADHUBANI,Rice,2014,Winter,115911.0,Hectare,188450.0,Tonnes,1.625816359103105
183326,Bihar,MADHUBANI,Rice,2015,Autumn,75558.0,Hectare,93098.0,Tonnes,1.2321395484263744
183327,Bihar,MADHUBANI,Rice,2015,Summer,7215.0,Hectare,17266.0,Tonnes,2.393069993069993
183328,Bihar,MADHUBANI,Rice,2015,Winter,122006.0,Hectare,101520.0,Tonnes,0.8320902250708981
183329,Bihar,MUNGER,Rice,2013,Autumn,10.0,Hectare,9.0,Tonnes,0.9
183330,Bihar,MUNGER,Rice,2013,Summer,270.0,Hectare,630.0,Tonnes,2.3333333333333335
183331,Bihar,MUNGER,Rice,2013,Winter,25361.0,Hectare,65571.0,Tonnes,2.585505303418635
183332,Bihar,MUNGER,Rice,2014,Autumn,24.0,Hectare,42.0,Tonnes,1.75
183333,Bihar,MUNGER,Rice,2014,Summer,270.0,Hectare,583.0,Tonnes,2.159259259259259
183334,Bihar,MUNGER,Rice,2014,Winter,21962.0,Hectare,61164.0,Tonnes,2.7849922593570713
183335,Bihar,MUNGER,Rice,2015,Autumn,23.0,Hectare,27.0,Tonnes,1.173913043478261
183336,Bihar,MUNGER,Rice,2015,Summer,262.0,Hectare,635.0,Tonnes,2.4236641221374047
183337,Bihar,MUNGER,Rice,2015,Winter,27108.0,Hectare,71185.0,Tonnes,2.6259775711966946
183338,Bihar,MUZAFFARPUR,Rice,2013,Autumn,19698.0,Hectare,6775.0,Tonnes,0.343943547568281
183339,Bihar,MUZAFFARPUR,Rice,2013,Summer,241.0,Hectare,567.0,Tonnes,2.3526970954356847
183340,Bihar,MUZAFFARPUR,Rice,2013,Winter,111168.0,Hectare,92726.0,Tonnes,0.834106937248129
183341,Bihar,MUZAFFARPUR,Rice,2014,Autumn,31319.0,Hectare,69515.0,Tonnes,2.219579169194419
183342,Bihar,MUZAFFARPUR,Rice,2014,Summer,160.0,Hectare,361.0,Tonnes,2.25625
183343,Bihar,MUZAFFARPUR,Rice,2014,Winter,108886.0,Hectare,215461.0,Tonnes,1.978775967525669
183344,Bihar,MUZAFFARPUR,Rice,2015,Autumn,25140.0,Hectare,22599.0,Tonnes,0.8989260143198091
183345,Bihar,MUZAFFARPUR,Rice,2015,Summer,201.0,Hectare,506.0,Tonnes,2.517412935323383
183346,Bihar,MUZAFFARPUR,Rice,2015,Winter,88644.0,Hectare,85238.0,Tonnes,0.9615766436532648
183347,Bihar,NALANDA,Rice,2013,Winter,49395.0,Hectare,112398.0,Tonnes,2.275493470999089
183348,Bihar,NALANDA,Rice,2014,Autumn,12.0,Hectare,21.0,Tonnes,1.75
183349,Bihar,NALANDA,Rice,2014,Winter,83935.0,Hectare,217083.0,Tonnes,2.5863227497468277
183350,Bihar,NALANDA,Rice,2015,Summer,10.0,Hectare,25.0,Tonnes,2.5
183351,Bihar,NALANDA,Rice,2015,Winter,106491.0,Hectare,308483.0,Tonnes,2.896798790508118
183352,Bihar,NAWADA,Rice,2013,Autumn,2560.0,Hectare,3528.0,Tonnes,1.378125
183353,Bihar,NAWADA,Rice,2013,Winter,60716.0,Hectare,128628.0,Tonnes,2.1185190065221686
183354,Bihar,NAWADA,Rice,2014,Autumn,174.0,Hectare,302.0,Tonnes,1.735632183908046
183355,Bihar,NAWADA,Rice,2014,Winter,77055.0,Hectare,236713.0,Tonnes,3.072000519109727
183356,Bihar,NAWADA,Rice,2015,Autumn,9.0,Hectare,14.0,Tonnes,1.5555555555555556
183357,Bihar,NAWADA,Rice,2015,Winter,68345.0,Hectare,173452.0,Tonnes,2.537888653156778
183358,Bihar,PASHCHIM CHAMPARAN,Rice,2013,Autumn,48010.0,Hectare,93968.0,Tonnes,1.9572589043949176
183359,Bihar,PASHCHIM CHAMPARAN,Rice,2013,Summer,189.0,Hectare,437.0,Tonnes,2.312169312169312
183360,Bihar,PASHCHIM CHAMPARAN,Rice,2013,Winter,114420.0,Hectare,239053.0,Tonnes,2.0892588708267787
183361,Bihar,PASHCHIM CHAMPARAN,Rice,2014,Autumn,43085.0,Hectare,78658.0,Tonnes,1.825646976906116
183362,Bihar,PASHCHIM CHAMPARAN,Rice,2014,Summer,172.0,Hectare,353.0,Tonnes,2.052325581395349
183363,Bihar,PASHCHIM CHAMPARAN,Rice,2014,Winter,109718.0,Hectare,289137.0,Tonnes,2.635274066242549
183364,Bihar,PASHCHIM CHAMPARAN,Rice,2015,Autumn,35418.0,Hectare,73735.0,Tonnes,2.0818510361962845
183365,Bihar,PASHCHIM CHAMPARAN,Rice,2015,Winter,109168.0,Hectare,192984.0,Tonnes,1.7677707753187748
183366,Bihar,PATNA,Rice,2013,Autumn,334.0,Hectare,514.0,Tonnes,1.5389221556886228
183367,Bihar,PATNA,Rice,2013,Winter,56400.0,Hectare,136956.0,Tonnes,2.4282978723404254
183368,Bihar,PATNA,Rice,2014,Autumn,185.0,Hectare,321.0,Tonnes,1.7351351351351352
183369,Bihar,PATNA,Rice,2014,Winter,63475.0,Hectare,162800.0,Tonnes,2.564789287120914
183370,Bihar,PATNA,Rice,2015,Autumn,185.0,Hectare,237.0,Tonnes,1.281081081081081
183371,Bihar,PATNA,Rice,2015,Winter,63490.0,Hectare,192617.0,Tonnes,3.0338163490313437
183372,Bihar,PURBI CHAMPARAN,Rice,2013,Autumn,99601.0,Hectare,144040.0,Tonnes,1.4461702191745065
183373,Bihar,PURBI CHAMPARAN,Rice,2013,Winter,89883.0,Hectare,91745.0,Tonnes,1.0207158194541792
183374,Bihar,PURBI CHAMPARAN,Rice,2014,Autumn,103184.0,Hectare,166134.0,Tonnes,1.6100752054582106
183375,Bihar,PURBI CHAMPARAN,Rice,2014,Winter,96376.0,Hectare,181633.0,Tonnes,1.8846289532663736
183376,Bihar,PURBI CHAMPARAN,Rice,2015,Autumn,100019.0,Hectare,94646.0,Tonnes,0.9462802067607154
183377,Bihar,PURBI CHAMPARAN,Rice,2015,Winter,93263.0,Hectare,44945.0,Tonnes,0.4819167301073309
183378,Bihar,PURNIA,Rice,2013,Autumn,10583.0,Hectare,19861.0,Tonnes,1.8766890295757344
183379,Bihar,PURNIA,Rice,2013,Summer,10247.0,Hectare,21956.0,Tonnes,2.1426759051429687
183380,Bihar,PURNIA,Rice,2013,Winter,73753.0,Hectare,135463.0,Tonnes,1.8367117269805977
183381,Bihar,PURNIA,Rice,2014,Autumn,9483.0,Hectare,18508.0,Tonnes,1.951703047558789
183382,Bihar,PURNIA,Rice,2014,Summer,9893.0,Hectare,24699.0,Tonnes,2.4966137673102193
183383,Bihar,PURNIA,Rice,2014,Winter,66101.0,Hectare,185906.0,Tonnes,2.8124536693847295
183384,Bihar,PURNIA,Rice,2015,Autumn,8090.0,Hectare,14669.0,Tonnes,1.8132262051915944
183385,Bihar,PURNIA,Rice,2015,Summer,10176.0,Hectare,24714.0,Tonnes,2.4286556603773586
183386,Bihar,PURNIA,Rice,2015,Winter,67795.0,Hectare,127726.0,Tonnes,1.8840032450770705
183387,Bihar,ROHTAS,Rice,2013,Autumn,18.0,Hectare,24.0,Tonnes,1.3333333333333333
183388,Bihar,ROHTAS,Rice,2013,Winter,197127.0,Hectare,776174.0,Tonnes,3.9374311991761655
183389,Bihar,ROHTAS,Rice,2014,Winter,196508.0,Hectare,820981.0,Tonnes,4.17785026563804
183390,Bihar,ROHTAS,Rice,2015,Autumn,1.0,Hectare,1.0,Tonnes,1.0
183391,Bihar,ROHTAS,Rice,2015,Winter,196656.0,Hectare,759629.0,Tonnes,3.862729842974534
183392,Bihar,SAHARSA,Rice,2013,Autumn,21084.0,Hectare,35767.0,Tonnes,1.6964048567634225
183393,Bihar,SAHARSA,Rice,2013,Summer,2303.0,Hectare,5164.0,Tonnes,2.2422926617455494
183394,Bihar,SAHARSA,Rice,2013,Winter,74061.0,Hectare,107811.0,Tonnes,1.4557054320087497
183395,Bihar,SAHARSA,Rice,2014,Autumn,22635.0,Hectare,34881.0,Tonnes,1.5410205434062292
183396,Bihar,SAHARSA,Rice,2014,Summer,816.0,Hectare,1055.0,Tonnes,1.2928921568627452
183397,Bihar,SAHARSA,Rice,2014,Winter,66869.0,Hectare,130436.0,Tonnes,1.9506198686985
183398,Bihar,SAHARSA,Rice,2015,Autumn,23560.0,Hectare,42360.0,Tonnes,1.797962648556876
183399,Bihar,SAHARSA,Rice,2015,Summer,820.0,Hectare,2686.0,Tonnes,3.2756097560975608
183400,Bihar,SAHARSA,Rice,2015,Winter,54866.0,Hectare,112209.0,Tonnes,2.045146356577844
183401,Bihar,SAMASTIPUR,Rice,2013,Autumn,37527.0,Hectare,45971.0,Tonnes,1.2250113251792043
183402,Bihar,SAMASTIPUR,Rice,2013,Summer,1210.0,Hectare,2070.0,Tonnes,1.7107438016528926
183403,Bihar,SAMASTIPUR,Rice,2013,Winter,55454.0,Hectare,64958.0,Tonnes,1.1713852923143506
183404,Bihar,SAMASTIPUR,Rice,2014,Autumn,33234.0,Hectare,69706.0,Tonnes,2.097430342420413
183405,Bihar,SAMASTIPUR,Rice,2014,Summer,2768.0,Hectare,4214.0,Tonnes,1.5223988439306355
183406,Bihar,SAMASTIPUR,Rice,2014,Winter,52867.0,Hectare,112523.0,Tonnes,2.1284165925813836
183407,Bihar,SAMASTIPUR,Rice,2015,Autumn,36979.0,Hectare,58026.0,Tonnes,1.569160875091268
183408,Bihar,SAMASTIPUR,Rice,2015,Summer,1723.0,Hectare,4168.0,Tonnes,2.4190365641323273
183409,Bihar,SAMASTIPUR,Rice,2015,Winter,60746.0,Hectare,105246.0,Tonnes,1.7325585223718434
183410,Bihar,SARAN,Rice,2013,Autumn,1261.0,Hectare,2075.0,Tonnes,1.6455194290245836
183411,Bihar,SARAN,Rice,2013,Summer,2855.0,Hectare,6653.0,Tonnes,2.3302977232924693
183412,Bihar,SARAN,Rice,2013,Winter,70608.0,Hectare,121823.0,Tonnes,1.7253427373668706
183413,Bihar,SARAN,Rice,2014,Autumn,910.0,Hectare,1831.0,Tonnes,2.012087912087912
183414,Bihar,SARAN,Rice,2014,Winter,71635.0,Hectare,162891.0,Tonnes,2.2739024220004187
183415,Bihar,SARAN,Rice,2015,Autumn,613.0,Hectare,598.0,Tonnes,0.9755301794453508
183416,Bihar,SARAN,Rice,2015,Summer,236.0,Hectare,564.0,Tonnes,2.389830508474576
183417,Bihar,SARAN,Rice,2015,Winter,67895.0,Hectare,73088.0,Tonnes,1.0764857500552325
183418,Bihar,SHEIKHPURA,Rice,2013,Winter,14782.0,Hectare,36825.0,Tonnes,2.4912055202273033
183419,Bihar,SHEIKHPURA,Rice,2014,Winter,26738.0,Hectare,101864.0,Tonnes,3.809709028349166
183420,Bihar,SHEIKHPURA,Rice,2015,Winter,24719.0,Hectare,95713.0,Tonnes,3.8720417492617014
183421,Bihar,SHEOHAR,Rice,2013,Autumn,5220.0,Hectare,7208.0,Tonnes,1.3808429118773946
183422,Bihar,SHEOHAR,Rice,2013,Winter,18443.0,Hectare,15867.0,Tonnes,0.860326411104484
