State,Crop,Year,Yield
Bihar,Moong(Green Gram),1970,0.6119402985074627
Bihar,Moong(Green Gram),1970,0.6097560975609756
Bihar,Moong(Green Gram),1970,0.5642458100558659
Bihar,Moong(Green Gram),1970,0.4912891986062718
Bihar,Moong(Green Gram),1970,0.5
Bihar,Moong(Green Gram),1970,0.8650194081555992
Bihar,Moong(Green Gram),1970,0.2800067430883344
Bihar,Moong(Green Gram),1970,0.45
Bihar,Moong(Green Gram),1970,0.5476190476190477
Bihar,Moong(Green Gram),1970,0.406015708675473
Bihar,Moong(Green Gram),1970,0.4883720930232558
Bihar,Moong(Green Gram),1970,0.5350256500972935
Bihar,Moong(Green Gram),1970,0.5
Bihar,Moong(Green Gram),1970,0.7079173438588344
Bihar,Moong(Green Gram),1970,0.417095483133219
Bihar,Moong(Green Gram),1970,0.5
Bihar,Moong(Green Gram),1970,0.5
Bihar,Moong(Green Gram),1970,0.5481481481481482
Bihar,Moong(Green Gram),1970,0.4981818181818181
Bihar,Moong(Green Gram),1970,0.5776173285198556
Bihar,Moong(Green Gram),1970,0.5388127853881278
Bihar,Moong(Green Gram),1970,0.4441159077468953
Bihar,Moong(Green Gram),1970,0.5739910313901345
Bihar,Moong(Green Gram),1970,0.4060301507537688
Bihar,Moong(Green Gram),1970,0.5
Bihar,Moong(Green Gram),1970,0.0
Bihar,Moong(Green Gram),1970,0.4338278931750742
Bihar,Moong(Green Gram),1970,0.4
Bihar,Moong(Green Gram),1970,0.5808113329040566
Bihar,Moong(Green Gram),1970,0.782051282051282
Bihar,Moong(Green Gram),1970,0.5510204081632653
Bihar,Moong(Green Gram),1970,0.434020032366706
Bihar,Moong(Green Gram),1970,0.2272727272727272
Bihar,Moong(Green Gram),1970,0.4500148449760359
Bihar,Moong(Green Gram),1970,0.4500148449760359
Bihar,Moong(Green Gram),1970,0.5
Bihar,Moong(Green Gram),1970,0.6
Bihar,Moong(Green Gram),1970,0.5389859394972305
Bihar,Moong(Green Gram),1970,0.525
Bihar,Moong(Green Gram),1970,0.5069798213695005
Bihar,Rice,1970,1.084518412718127
Bihar,Rice,1970,2.1308033134270854
Bihar,Rice,1970,0.741753904238888
Bihar,Rice,1970,0.8551583248212462
Bihar,Rice,1970,1.398160048704593
Bihar,Rice,1970,1.160645937374695
Bihar,Rice,1970,1.155204089783529
Bihar,Rice,1970,1.5312364738133026
Bihar,Rice,1970,1.4155215003477468
Bihar,Rice,1970,1.3
Bihar,Rice,1970,1.3
Bihar,Rice,1970,1.6980148259831638
Bihar,Rice,1970,2.106246097719232
Bihar,Rice,1970,1.306864064602961
Bihar,Rice,1970,1.8942158880253064
Bihar,Rice,1970,1.807003756139844
Bihar,Rice,1970,1.26894134325025
Bihar,Rice,1970,2.0384615384615383
Bihar,Rice,1970,1.412230515300245
Bihar,Rice,1970,1.496927329859592
Bihar,Rice,1970,1.496927329859592
Bihar,Rice,1970,1.2911341853035143
Bihar,Rice,1970,1.6666666666666667
Bihar,Rice,1970,0.5458189105483695
Bihar,Rice,1970,1.0463896732553448
Bihar,Rice,1970,1.4759206798866855
Bihar,Rice,1970,0.9490536146085216
Bihar,Rice,1970,1.377056094474905
Bihar,Rice,1970,1.329268292682927
Bihar,Rice,1970,1.3449981678270428
Bihar,Rice,1970,1.236207094478246
Bihar,Rice,1970,1.907258064516129
