"crop","sum","state","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","annual","latitude","longitude"
"Maize","24.2402964204444350","Arunachal Pradesh",2010,"0.6","13.2","237.8","466.9","312.7","509.9","378","321.5","444.2","97.7","58.9","14.2","2855.5999999999995","28.093770000000006","94.59213"
"Moong(Green Gram)","7.0471918441823883","Chhattisgarh",2004,"37.8","16.7","3.1","21.2","6.8","213.1","323.1","351.7","126.5","43.9","0.7","0.1","1144.7","21.66374","81.84064000000002"
"Urad","10.7128530749665754","Uttarakhand",2010,"11.4","62.1","3.8","13.8","47","72.7","455.8","335.7","389.7","8","4.5","19.5","1424","30.04174","79.08969"
"Rice","16.3326445521715267","Himachal Pradesh",2009,"54.8","45.9","43.4","91.2","53.5","45.5","170.2","162.6","172.1","16.4","93.1","7.8","956.5","31.81676","77.34931999999998"
"Maize","23.7985651704762414","Uttarakhand",2003,"40.7","126","99.7","54.1","67.1","145.2","515.3","416.2","239.9","1.8","4.8","23.6","1734.4","30.04174","79.08969"
"Moong(Green Gram)","5.0906730259671434","Himachal Pradesh",2017,"157.6","46.3","57.4","88","62","123.1","216.1","273.1","103.4","0.3","6.9","48","1182.2","31.81676","77.34931999999998"
"Moong(Green Gram)","2.2351282051282050","Uttarakhand",2010,"11.4","62.1","3.8","13.8","47","72.7","455.8","335.7","389.7","8","4.5","19.5","1424","30.04174","79.08969"
"Urad","11.7459197913322250","Tamil Nadu",2009,"7.9","0","41","41.4","74.8","27","42.1","96.9","114.4","62.1","314.7","106.2","928.5","10.90943","78.36653000000003"
"Urad","7.6615827486642060","Chhattisgarh",2004,"37.8","16.7","3.1","21.2","6.8","213.1","323.1","351.7","126.5","43.9","0.7","0.1","1144.7","21.66374","81.84064000000002"
"Moong(Green Gram)","46.5366976069176750","Bihar",2014,"17","33.5","8.4","0.7","103.9","115.2","265.4","307.6","160.3","47.8","0","1.2","1061","25.64408","85.90651"
"Moong(Green Gram)","2.9333333333333332","Uttarakhand",2017,"36.6","13.5","44.5","52.8","108.2","175.6","460.9","349","213.4","2.8","0.2","18.3","1475.8","30.04174","79.08969"
"Maize","33.1508162814197300","Punjab",2001,"8","2.1","6.2","24.5","36.9","93.8","173.9","69.5","19.9","1.5","0.9","3.8","441","30.92932","75.50048000000002"
"Maize","3.5480225988700563","Kerala",2016,"3","16.4","22.4","33.3","258.4","595.7","441.5","231","84.1","105.1","57.9","22","1870.8","10.35287","76.51204"
"Urad","14.2481574574698911","Chhattisgarh",2015,"15.8","1.2","21.2","37","13","257.6","248.6","286.6","216.9","17.7","0.6","1.5","1117.7","21.66374","81.84064000000002"
"Rice","13.8787607152405278","Arunachal Pradesh",2000,"54.1","47.1","139.9","293.8","267.2","459.8","395.4","387.4","407.4","81.3","53.9","9.6","2596.9000000000005","28.093770000000006","94.59213"
"Moong(Green Gram)","3.3936454100175332","Himachal Pradesh",2014,"69.6","124.9","125.2","60.6","68.9","51.7","203.6","146.7","84.6","19.3","4.5","49.3","1008.9","31.81676","77.34931999999998"
"Rice","111.5151470062183570","Tamil Nadu",2010,"11.8","0.2","1.9","22.9","91.9","70","81.4","102.9","111.1","148.1","328.6","124.5","1095.3000000000004","10.90943","78.36653000000003"
"Rice","18.2001229976095486","Himachal Pradesh",2001,"30.5","35.7","105.8","66.9","67.3","153.8","239.5","202.3","26.9","5","20.8","37.3","991.7999999999996","31.81676","77.34931999999998"
"Rice","19.5006927937478591","Arunachal Pradesh",2010,"0.6","13.2","237.8","466.9","312.7","509.9","378","321.5","444.2","97.7","58.9","14.2","2855.5999999999995","28.093770000000006","94.59213"
"Rice","10.5361383424498739","Chhattisgarh",2000,"2.6","0","0.6","1.5","9.3","180.7","322.4","215.6","169.1","4.3","0.2","0.1","906.4","21.66374","81.84064000000002"
"Moong(Green Gram)","7.9719102792632201","Punjab",2000,"25.4","26.6","6.9","1.3","15.3","50.1","164.8","70","42","0","0.7","2.2","405.3","30.92932","75.50048000000002"
"Rice","19.4897913823339094","Jharkhand",2005,"22.1","17.5","17.7","9.6","23.5","157.2","266.4","214.5","141.5","83.1","1.3","6.1","960.5","23.45598","85.25573"
"Urad","0","Kerala",2013,"3.9","40.1","49.9","49.3","119.3","1042.7","830.2","369.7","318.6","259.9","154.9","17","3255.5","10.35287","76.51204"
"Urad","26.0032539223376495","Bihar",2004,"22.7","2.1","2.2","32","72.7","246.8","418.4","175.9","115.3","56.4","3.1","0","1147.6","25.64408","85.90651"
"Maize","83.8359864953679666","Telangana",2013,"2.4","29","0.2","24.4","8.5","213.4","453.8","230.6","161.4","205.9","16.4","2.7","1348.7000000000005","17.84959","79.11516999999998"
"Urad","40.7863937077563400","Tamil Nadu",2015,"8.3","2.3","21.7","108.8","112.4","62.4","43.5","81.6","98.4","132.6","379.8","152.8","1204.6","10.90943","78.36653000000003"
"Moong(Green Gram)","16.9450848776733344","Bihar",2001,"1","0.5","3","12.6","98.4","224.4","224.7","225.9","274.8","181.3","0.5","0","1247.1","25.64408","85.90651"
"Urad","8.1139443314295624","Chhattisgarh",2001,"0.8","0.3","14.6","17.6","16.6","339.4","630.6","380.3","108.4","86.9","4.6","0","1600.1","21.66374","81.84064000000002"
"Maize","277.5532798694808099","Bihar",2003,"13.2","39.7","10.2","21.9","41.4","230.9","356.8","310.6","183.9","142","0.2","3","1353.8000000000004","25.64408","85.90651"
"Urad","15.5748351373702230","Chhattisgarh",2016,"6.1","3.6","24.5","4.4","19.6","164.2","361","357.1","295.6","79.8","0","0","1315.9","21.66374","81.84064000000002"
"Urad","14.3549707323140564","Chhattisgarh",2013,"2.8","19.7","4.9","45.8","5.7","263.6","418.8","336.6","140.9","180.9","0.3","0","1420.0000000000002","21.66374","81.84064000000002"
"Maize","30.0508560263503366","Himachal Pradesh",2003,"39.5","116.6","113","52.9","35.9","61.4","187.7","228.7","135.5","0.3","22.5","40.4","1034.4","31.81676","77.34931999999998"
"Rice","32.9323580340810079","Chhattisgarh",2015,"15.8","1.2","21.2","37","13","257.6","248.6","286.6","216.9","17.7","0.6","1.5","1117.7","21.66374","81.84064000000002"
"Moong(Green Gram)","44.2142420545819501","Bihar",2010,"0.1","1.1","0.2","6.5","44.4","80.9","191.2","158.4","105.7","33.6","5","2.1","629.2","25.64408","85.90651"
"Maize","44.6454480762459254","Tamil Nadu",2003,"0.3","4.1","18","17.1","19.8","22.5","38.7","49.3","26.1","86","59.5","7.1","348.5","10.90943","78.36653000000003"
"Maize","19.2069359074730480","Arunachal Pradesh",2000,"54.1","47.1","139.9","293.8","267.2","459.8","395.4","387.4","407.4","81.3","53.9","9.6","2596.9000000000005","28.093770000000006","94.59213"
"Moong(Green Gram)","9.3289855072463769","Punjab",2007,"1.2","68.8","48.2","10","5.9","64.4","95.1","215.4","73.7","0.6","0.9","10.6","594.8000000000002","30.92932","75.50048000000002"
"Urad","8.0335223464140540","Himachal Pradesh",2017,"157.6","46.3","57.4","88","62","123.1","216.1","273.1","103.4","0.3","6.9","48","1182.2","31.81676","77.34931999999998"
"Urad","26.9646874887419850","Bihar",2011,"4.2","7.7","9.2","23.9","74.5","211","241.1","278.7","234.1","10","2","0.9","1097.3","25.64408","85.90651"
"Moong(Green Gram)","9.9390388596910335","Punjab",2006,"15","3.7","46.1","1.3","32.1","73","220.3","90.8","120.7","24.6","13.4","6.7","647.7","30.92932","75.50048000000002"
"Urad","2.3192307692307692","Punjab",2013,"9.3","50.1","11.6","3.4","3.6","120.3","117.9","217.1","24.4","16.2","6.1","6.6","586.6000000000001","30.92932","75.50048000000002"
"Rice","12.4917734055008320","Himachal Pradesh",2002,"66.7","136.5","136.9","124","27","56.1","81.8","225.6","123.1","8.2","0.7","3.9","990.5","31.81676","77.34931999999998"
"Rice","203.2653933553516223","Bihar",2012,"18.1","2.7","7.3","20.4","18.8","96.2","354","240.4","233.8","34.3","6.4","0","1032.4","25.64408","85.90651"
"Maize","415.7246139381539761","Bihar",2017,"0.7","0","22.8","21.8","79.7","84.6","379.9","342.8","129.6","50.1","0","0","1111.9999999999998","25.64408","85.90651"
"Moong(Green Gram)","10.3333333333333334","Punjab",2013,"9.3","50.1","11.6","3.4","3.6","120.3","117.9","217.1","24.4","16.2","6.1","6.6","586.6000000000001","30.92932","75.50048000000002"
"Rice","17.5919030876589673","Himachal Pradesh",2008,"129.9","63.2","6.3","44.4","42.9","187.3","194.9","224.7","142.6","33.9","5.3","38.9","1114.3000000000004","31.81676","77.34931999999998"
"Moong(Green Gram)","13.1287434628447205","Tamil Nadu",1998,"6.9","5.7","4.1","23.6","55.8","43","101.9","152.9","121.8","124.7","242","197.4","1079.8","10.90943","78.36653000000003"
"Maize","27.6468520805259125","Himachal Pradesh",2007,"1.3","121","177","9.6","39.3","155.7","155.2","234.3","85.7","18.7","1","35.6","1034.4","31.81676","77.34931999999998"
"Maize","20.8227380267860627","Uttarakhand",2007,"1.7","138.9","123.1","41.1","78.8","139.9","522.9","502.8","325.6","25.1","7.8","16.7","1924.4","30.04174","79.08969"
"Rice","22.1030005944785623","Arunachal Pradesh",2013,"18.5","40.5","115.1","175.1","335.8","290","329.6","230.2","316.1","164.1","13.3","14.6","2042.9","28.093770000000006","94.59213"
"Moong(Green Gram)","2.1939616863619985","Uttarakhand",2002,"53.8","123.2","100","76.3","82.3","139.6","205.7","465.4","301.3","19.9","3","4.2","1574.7000000000005","30.04174","79.08969"
"Maize","48.8626984126984130","Punjab",2015,"17.7","31.3","68.5","29.8","16.7","48.3","130.2","88.6","69.2","9","0.8","0.7","510.8","30.92932","75.50048000000002"
"Rice","147.8365280029215218","Bihar",1998,"8.4","11.2","23.6","26.6","38.2","96.6","465.1","377.4","188","83","14.5","0","1332.6","25.64408","85.90651"
"Rice","116.1711908189797054","Bihar",2006,"0.1","0","1.9","19.2","73.2","200","290.7","160.4","285.2","17.6","2.9","1.6","1052.7999999999995","25.64408","85.90651"
"Maize","31.2504135649296935","Punjab",2002,"2.4","6.6","6.8","3.3","20.8","24.7","50.4","58.4","95","2.6","0","3.7","274.7","30.92932","75.50048000000002"
"Rice","19.5168228813075899","Arunachal Pradesh",2011,"40","51.3","174.5","240.8","219.6","288.4","531.4","277.6","286.7","51.9","16.2","15.2","2193.5999999999995","28.093770000000006","94.59213"
"Rice","94.6127439094370926","Kerala",2010,"18.6","1","31.4","138.9","190.6","667.5","629","356","275.6","441.4","335.1","46.8","3131.9","10.35287","76.51204"
"Maize","29.9498596991319654","Uttarakhand",2017,"36.6","13.5","44.5","52.8","108.2","175.6","460.9","349","213.4","2.8","0.2","18.3","1475.8","30.04174","79.08969"
"Rice","18.5503474218430087","Himachal Pradesh",2007,"1.3","121","177","9.6","39.3","155.7","155.2","234.3","85.7","18.7","1","35.6","1034.4","31.81676","77.34931999999998"
"Urad","5.8023272822660286","Himachal Pradesh",2012,"92.3","51.3","28.4","55.9","9.4","31.1","241.5","280.6","133.1","3.1","3.2","21.8","951.7","31.81676","77.34931999999998"
"Maize","283.1888936287604370","Bihar",2004,"22.7","2.1","2.2","32","72.7","246.8","418.4","175.9","115.3","56.4","3.1","0","1147.6","25.64408","85.90651"
"Rice","82.0390480265001554","Punjab",2014,"21.8","20.1","30.3","24.5","20.8","20.6","76.3","41.9","105.8","6","0.7","14.1","382.9","30.92932","75.50048000000002"
"Rice","50.5064663059661895","Telangana",2015,"17.5","0","43","65.7","23.3","266.9","104.4","160.5","158.3","15.6","0.3","1.7","857.1999999999997","17.84959","79.11516999999998"
"Maize","19.6684966222613585","Uttarakhand",2006,"48.7","9.6","71.7","52.2","120.5","104.2","345.6","294.7","79.1","18.8","6.8","27","1178.9","30.04174","79.08969"
"Moong(Green Gram)","18.9980243989734891","Jharkhand",2017,"5.1","0.1","4.5","6.1","55.9","116","492.1","246","134","103.4","2.3","0.2","1165.7","23.45598","85.25573"
"Rice","29.9562050752499143","Uttarakhand",2001,"22.7","27.9","83.4","48.2","109.1","297.3","493","371.7","68.3","6.3","1.4","15.1","1544.4","30.04174","79.08969"
"Maize","46.8134920634920636","Punjab",2016,"6.5","6","34.6","0.8","24.8","52.6","153.1","144.8","17.4","1.9","0.5","1.1","444.1","30.92932","75.50048000000002"
"Rice","22.4400288025508890","Chhattisgarh",2006,"2.7","0","26.2","17.2","23.5","92.2","495.1","447.2","184.6","13.3","15.1","0.7","1317.8","21.66374","81.84064000000002"
"Rice","141.7306156895496543","Bihar",2000,"0.5","12.1","3.6","37.2","96.2","267.2","264.3","201.4","314.8","9.6","0","0.1","1206.9999999999998","25.64408","85.90651"
"Moong(Green Gram)","7.1685059414409385","Punjab",1998,"2.8","55.8","25.5","19.1","2.7","42.4","160.6","90.1","139.5","49.9","0","0.2","588.6","30.92932","75.50048000000002"
"Urad","2.9166666666666666","Punjab",2007,"1.2","68.8","48.2","10","5.9","64.4","95.1","215.4","73.7","0.6","0.9","10.6","594.8000000000002","30.92932","75.50048000000002"
"Urad","23.3379626976775617","Bihar",1998,"8.4","11.2","23.6","26.6","38.2","96.6","465.1","377.4","188","83","14.5","0","1332.6","25.64408","85.90651"
"Urad","8.9256421912003695","Chhattisgarh",2007,"0","15.7","6.2","11.4","10.4","259.4","309.9","338.8","259.1","67.8","2","0.5","1281.2","21.66374","81.84064000000002"
"Maize","25.1334972126579477","Himachal Pradesh",2016,"18.7","38.4","114.4","47.5","70.2","101.3","194","272.7","56.8","5.3","0","2.2","921.5","31.81676","77.34931999999998"
"Moong(Green Gram)","13.2973940384656732","Chhattisgarh",2012,"36.6","4.8","1.1","14.9","9.4","147.3","430.6","442.2","245.3","19.8","20.4","5","1377.4","21.66374","81.84064000000002"
"Rice","17.0528323030750789","Himachal Pradesh",1999,"109.2","54.3","33.4","7.1","98.3","104.7","304.1","284.6","111.4","6.4","28.9","2.5","1144.9000000000003","31.81676","77.34931999999998"
"Maize","23.9229400989026435","Arunachal Pradesh",2004,"38","39.1","175.5","210.2","298.7","402.9","654.3","243","278.5","184.8","5.6","15.2","2545.8","28.093770000000006","94.59213"
"Moong(Green Gram)","4.0384615384615384","Uttarakhand",2015,"54.5","62.6","127.3","57.3","38","186.6","337","305.3","52.6","16.8","2.4","7.2","1247.6","30.04174","79.08969"
"Moong(Green Gram)","16.7148035356527988","Arunachal Pradesh",2016,"29.4","73.2","128.4","333.1","278.9","379.4","620.1","145.7","532.9","172.7","8.4","4.6","2706.8","28.093770000000006","94.59213"
"Urad","5.5300690191900376","Uttarakhand",2003,"40.7","126","99.7","54.1","67.1","145.2","515.3","416.2","239.9","1.8","4.8","23.6","1734.4","30.04174","79.08969"
"Urad","5.4312770815778321","Himachal Pradesh",1999,"109.2","54.3","33.4","7.1","98.3","104.7","304.1","284.6","111.4","6.4","28.9","2.5","1144.9000000000003","31.81676","77.34931999999998"
"Moong(Green Gram)","8.5267536066790282","Chhattisgarh",2007,"0","15.7","6.2","11.4","10.4","259.4","309.9","338.8","259.1","67.8","2","0.5","1281.2","21.66374","81.84064000000002"
"Rice","32.2843599391857130","Uttarakhand",2003,"40.7","126","99.7","54.1","67.1","145.2","515.3","416.2","239.9","1.8","4.8","23.6","1734.4","30.04174","79.08969"
"Urad","20.0137794297041194","Tamil Nadu",2008,"11.7","29.1","164.7","31.5","53.7","51.1","73.1","126.5","70.7","242.7","298.5","50.1","1203.4","10.90943","78.36653000000003"
"Urad","9.6982968424987999","Uttarakhand",2009,"1.8","27.6","18.8","18.4","77.6","41.9","157.5","202.6","206.6","81.3","12.6","0.9","847.6","30.04174","79.08969"
"Maize","48.6870057142600319","Chhattisgarh",2014,"2.3","29","21.4","17.3","25","104.9","416.7","327.7","252.7","77.9","2.6","1.1","1278.6","21.66374","81.84064000000002"
"Urad","3.4444444444444444","Punjab",2008,"12","4.1","0","19.7","40.6","155.5","101.9","312.2","59.8","9.9","0.6","0.9","717.1999999999997","30.92932","75.50048000000002"
"Urad","6.1401485362553267","Himachal Pradesh",2006,"102.5","38.2","137.3","44.3","68.4","104.8","260.3","274.2","92.8","17.5","26.9","51.2","1218.4","31.81676","77.34931999999998"
"Urad","6.4027457241407483","Uttarakhand",2000,"29.9","69.4","37.9","18.1","83.3","313.9","420.1","536.1","195.3","1.1","7","0.7","1712.8","30.04174","79.08969"
"Maize","30.1007420717602347","Jharkhand",2007,"1.7","48.4","25.5","22.3","58.1","125.4","430.4","353.6","324.7","39.6","7.6","0","1437.3","23.45598","85.25573"
"Maize","419.8578300408987737","Bihar",2013,"5.1","22.6","0.6","32.3","89.5","183.3","182","213.6","143.3","197.1","0.4","0","1069.8","25.64408","85.90651"
"Rice","19.2710238511891063","Himachal Pradesh",2006,"102.5","38.2","137.3","44.3","68.4","104.8","260.3","274.2","92.8","17.5","26.9","51.2","1218.4","31.81676","77.34931999999998"
"Maize","106.0224080848392897","Tamil Nadu",2007,"7.2","7.5","1.8","58","44.9","73.1","101","136.5","89.1","248.9","79.2","219.9","1067.1","10.90943","78.36653000000003"
"Rice","34.4829898882125483","Uttarakhand",2017,"36.6","13.5","44.5","52.8","108.2","175.6","460.9","349","213.4","2.8","0.2","18.3","1475.8","30.04174","79.08969"
"Moong(Green Gram)","13.0468738115412182","Tamil Nadu",2000,"30.3","74.5","9.4","41.6","54.7","52.2","45.8","136.1","169.8","120.3","148.6","88.9","972.2","10.90943","78.36653000000003"
"Maize","68.7854988062641867","Telangana",2015,"17.5","0","43","65.7","23.3","266.9","104.4","160.5","158.3","15.6","0.3","1.7","857.1999999999997","17.84959","79.11516999999998"
"Moong(Green Gram)","11.7043650793650793","Punjab",2008,"12","4.1","0","19.7","40.6","155.5","101.9","312.2","59.8","9.9","0.6","0.9","717.1999999999997","30.92932","75.50048000000002"
"Rice","64.4176804025292505","Punjab",2004,"32.4","5.7","0","15.5","27.2","48.8","52.1","124.2","8.9","31.2","0.8","5","351.79999999999984","30.92932","75.50048000000002"
"Rice","76.3869785757216046","Tamil Nadu",2003,"0.3","4.1","18","17.1","19.8","22.5","38.7","49.3","26.1","86","59.5","7.1","348.5","10.90943","78.36653000000003"
"Maize","30.0930075281977720","Jharkhand",2004,"5.5","2.7","3.1","41","31.1","184.4","200.7","327","211.5","128.1","0.1","1.6","1136.7999999999995","23.45598","85.25573"
"Urad","10.8151794306908821","Telangana",2015,"17.5","0","43","65.7","23.3","266.9","104.4","160.5","158.3","15.6","0.3","1.7","857.1999999999997","17.84959","79.11516999999998"
"Maize","42.1341555510301050","Punjab",2012,"62.6","3.2","1.9","31.1","1.6","11.9","120.2","135.1","112.3","2.2","0.4","11","493.5","30.92932","75.50048000000002"
"Urad","11.7702234220776557","Uttarakhand",2015,"54.5","62.6","127.3","57.3","38","186.6","337","305.3","52.6","16.8","2.4","7.2","1247.6","30.04174","79.08969"
"Maize","440.0723782120687505","Tamil Nadu",2014,"7.4","6.1","8.1","8.3","139.1","47.8","50.6","117.7","98.9","252.2","110.8","66","913","10.90943","78.36653000000003"
"Maize","19.7949617191443097","Uttarakhand",2001,"22.7","27.9","83.4","48.2","109.1","297.3","493","371.7","68.3","6.3","1.4","15.1","1544.4","30.04174","79.08969"
"Maize","33.7186981239830735","Arunachal Pradesh",2015,"30.8","47.5","97.5","287.1","238.9","637.9","329.3","595.5","374.2","65.2","33.8","29.8","2767.5","28.093770000000006","94.59213"
"Rice","139.2225668867277027","Tamil Nadu",2013,"3.9","30.9","30","20.3","42","54.6","42.7","110.7","113.5","127.9","112.3","53.2","742","10.90943","78.36653000000003"
"Urad","4.5610351030803749","Himachal Pradesh",2007,"1.3","121","177","9.6","39.3","155.7","155.2","234.3","85.7","18.7","1","35.6","1034.4","31.81676","77.34931999999998"
"Rice","17.7362058344465197","Arunachal Pradesh",2002,"74.2","37.2","126.3","248.2","197.1","396.8","604","290.7","257.9","94","45","17.9","2389.3","28.093770000000006","94.59213"
"Rice","32.1381310374203590","Arunachal Pradesh",2016,"29.4","73.2","128.4","333.1","278.9","379.4","620.1","145.7","532.9","172.7","8.4","4.6","2706.8","28.093770000000006","94.59213"
"Moong(Green Gram)","10.7634209557993798","Tamil Nadu",2005,"4.1","11.1","24.4","128","80.6","35.7","87.9","93.3","117.9","280.5","353.4","148.5","1365.4","10.90943","78.36653000000003"
"Moong(Green Gram)","6.4726994806857724","Chhattisgarh",2000,"2.6","0","0.6","1.5","9.3","180.7","322.4","215.6","169.1","4.3","0.2","0.1","906.4","21.66374","81.84064000000002"
"Urad","33.1359301507363357","Tamil Nadu",2016,"2.5","0.8","3.1","6.3","102.5","63","86.8","55.1","49","65.8","33.8","66.5","535.2","10.90943","78.36653000000003"
"Urad","3.0681818181818181","Punjab",2015,"17.7","31.3","68.5","29.8","16.7","48.3","130.2","88.6","69.2","9","0.8","0.7","510.8","30.92932","75.50048000000002"
"Maize","129.5852896146369170","Tamil Nadu",2009,"7.9","0","41","41.4","74.8","27","42.1","96.9","114.4","62.1","314.7","106.2","928.5","10.90943","78.36653000000003"
"Rice","93.5792533381004038","Punjab",2017,"42.4","3","14.5","12.3","12.3","110.8","94.4","122.2","62.7","0","5.2","17.7","497.5","30.92932","75.50048000000002"
"Maize","296.0335722870074322","Bihar",2006,"0.1","0","1.9","19.2","73.2","200","290.7","160.4","285.2","17.6","2.9","1.6","1052.7999999999995","25.64408","85.90651"
"Moong(Green Gram)","0.6666666666666666","Uttarakhand",2011,"30.9","65.2","18","30.9","84.2","223.1","433.3","523.7","148.4","3.4","1.2","2.3","1564.6","30.04174","79.08969"
"Urad","7.4430232049109717","Chhattisgarh",2005,"57.6","15.6","6.1","6.5","16.4","197","393.8","267.7","240.5","83.5","1.6","1","1287.3","21.66374","81.84064000000002"
"Urad","13.9558352739258190","Tamil Nadu",2000,"30.3","74.5","9.4","41.6","54.7","52.2","45.8","136.1","169.8","120.3","148.6","88.9","972.2","10.90943","78.36653000000003"
"Maize","58.8938639062931103","Chhattisgarh",2013,"2.8","19.7","4.9","45.8","5.7","263.6","418.8","336.6","140.9","180.9","0.3","0","1420.0000000000002","21.66374","81.84064000000002"
"Maize","61.0236761459823814","Chhattisgarh",2017,"0.9","0.7","3.5","0.8","15.6","184.8","378.3","300.4","177.7","61.6","0.2","0","1124.5","21.66374","81.84064000000002"
"Maize","23.3383825756201215","Arunachal Pradesh",2008,"76.7","39.7","122.6","192.4","185","423.6","456.1","439.3","189.7","115.1","1.7","2.6","2244.4999999999995","28.093770000000006","94.59213"
"Rice","13.7909150070514985","Arunachal Pradesh",1997,"26.2","68.5","158.5","94.7","212.6","548","395.2","237","403.5","58.5","45.9","26.3","2274.9","28.093770000000006","94.59213"
"Rice","49.6103095564367333","Jharkhand",2012,"34.6","10.3","1.5","9.6","6.6","121.1","287.2","282.4","217.6","37.8","48.6","7.6","1064.9","23.45598","85.25573"
"Urad","14.8753991060624361","Chhattisgarh",2012,"36.6","4.8","1.1","14.9","9.4","147.3","430.6","442.2","245.3","19.8","20.4","5","1377.4","21.66374","81.84064000000002"
"Maize","418.8427428793967272","Tamil Nadu",2017,"37.3","1.1","35.4","17.3","73.5","47.9","42","159.4","165.3","155.5","141.5","96.8","973","10.90943","78.36653000000003"
"Urad","11.3020626985002071","Tamil Nadu",2005,"4.1","11.1","24.4","128","80.6","35.7","87.9","93.3","117.9","280.5","353.4","148.5","1365.4","10.90943","78.36653000000003"
"Maize","27.2300169031318032","Uttarakhand",2016,"5.4","29.3","45.8","9.9","99.3","174.4","508.4","308.5","111.4","12.7","0","3.5","1308.6","30.04174","79.08969"
"Maize","49.7980591095339396","Chhattisgarh",2012,"36.6","4.8","1.1","14.9","9.4","147.3","430.6","442.2","245.3","19.8","20.4","5","1377.4","21.66374","81.84064000000002"
"Moong(Green Gram)","3.5007002801120447","Himachal Pradesh",2001,"30.5","35.7","105.8","66.9","67.3","153.8","239.5","202.3","26.9","5","20.8","37.3","991.7999999999996","31.81676","77.34931999999998"
"Rice","51.8235075933206585","Chhattisgarh",2012,"36.6","4.8","1.1","14.9","9.4","147.3","430.6","442.2","245.3","19.8","20.4","5","1377.4","21.66374","81.84064000000002"
"Rice","90.7492631002082386","Kerala",2005,"19.8","7","25.3","205.9","134.8","619.2","832.7","291","414.7","240.1","184.3","56.4","3031.2","10.35287","76.51204"
"Rice","18.0298985122622412","Arunachal Pradesh",2003,"22.9","83.2","109.6","182","173.5","424.3","645.3","327.2","259.9","182.6","25","16.2","2451.7","28.093770000000006","94.59213"
"Moong(Green Gram)","13.0302314685356173","Chhattisgarh",2013,"2.8","19.7","4.9","45.8","5.7","263.6","418.8","336.6","140.9","180.9","0.3","0","1420.0000000000002","21.66374","81.84064000000002"
"Maize","256.3969948033396506","Bihar",2000,"0.5","12.1","3.6","37.2","96.2","267.2","264.3","201.4","314.8","9.6","0","0.1","1206.9999999999998","25.64408","85.90651"
"Rice","55.5179836221640465","Jharkhand",2011,"3.3","2.5","6.4","25.4","55","349","181.8","403.2","324.6","23.3","0","0.1","1374.6","23.45598","85.25573"
"Urad","34.3439741260192527","Arunachal Pradesh",2017,"8.2","86.2","221.8","348.2","257.1","370.8","437.8","456.4","318.6","227.1","9.9","3.4","2745.5","28.093770000000006","94.59213"
"Moong(Green Gram)","1.4444444444444444","Uttarakhand",2012,"38.8","11.9","28.1","39.2","9.1","46","387.1","419.5","220.6","4.7","3.4","15.5","1223.9","30.04174","79.08969"
"Maize","31.1005686787227924","Himachal Pradesh",2010,"25.5","96.6","45.1","60.3","81.4","108.5","291.8","274.1","176.7","30.5","10.8","58.1","1259.4","31.81676","77.34931999999998"
"Moong(Green Gram)","1.4983660130718954","Himachal Pradesh",1998,"13.5","133.8","139.4","71.5","41.3","152.3","210.7","239.8","251.5","119.4","5.9","2.4","1381.5000000000002","31.81676","77.34931999999998"
"Rice","25.1083018046749300","Chhattisgarh",2007,"0","15.7","6.2","11.4","10.4","259.4","309.9","338.8","259.1","67.8","2","0.5","1281.2","21.66374","81.84064000000002"
"Maize","19.7264654769744064","Arunachal Pradesh",1999,"7.9","6.1","40.4","159.6","343.2","450","376.9","438.1","254","207.9","28.3","4.3","2316.7000000000007","28.093770000000006","94.59213"
"Maize","41.1927291186037226","Jharkhand",2014,"9.9","47.5","22.9","1.9","98.2","139.7","321.3","290.9","178.2","44.9","0","1.2","1156.6","23.45598","85.25573"
"Urad","33.7389111339528507","Bihar",2009,"0.3","0.4","1.1","2.9","98.5","67.7","213.6","298.9","127.6","72.6","5.1","0.8","889.5","25.64408","85.90651"
"Maize","54.8543785306666665","Punjab",2014,"21.8","20.1","30.3","24.5","20.8","20.6","76.3","41.9","105.8","6","0.7","14.1","382.9","30.92932","75.50048000000002"
"Maize","24.9607982007120580","Himachal Pradesh",2009,"54.8","45.9","43.4","91.2","53.5","45.5","170.2","162.6","172.1","16.4","93.1","7.8","956.5","31.81676","77.34931999999998"
"Maize","12.0498991430170968","Chhattisgarh",2001,"0.8","0.3","14.6","17.6","16.6","339.4","630.6","380.3","108.4","86.9","4.6","0","1600.1","21.66374","81.84064000000002"
"Maize","22.7497495636907861","Jharkhand",2009,"1.8","0.8","2","0.8","78.1","62.7","266.6","248","248.8","82.2","4","0.5","996.3","23.45598","85.25573"
"Urad","14.0410673910756895","Uttarakhand",2017,"36.6","13.5","44.5","52.8","108.2","175.6","460.9","349","213.4","2.8","0.2","18.3","1475.8","30.04174","79.08969"
"Moong(Green Gram)","2.8374179118682780","Himachal Pradesh",2012,"92.3","51.3","28.4","55.9","9.4","31.1","241.5","280.6","133.1","3.1","3.2","21.8","951.7","31.81676","77.34931999999998"
"Moong(Green Gram)","41.0688737990530714","Tamil Nadu",2014,"7.4","6.1","8.1","8.3","139.1","47.8","50.6","117.7","98.9","252.2","110.8","66","913","10.90943","78.36653000000003"
