"crop","sum","state","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","annual","latitude","longitude"
"Rice","103.0200668780124088","Kerala",2014,"4.6","10.3","17.9","95.7","251","454.4","677.8","733.9","298.8","355.5","99.5","47.2","3046.6","10.35287","76.51204"
"Moong(Green Gram)","0","Kerala",2012,"7.4","11","21","171.1","95.3","430.3","362.6","501.6","241.1","187.5","112.9","9.4","2151.2000000000007","10.35287","76.51204"
"Urad","23.8849709965770887","Bihar",2017,"0.7","0","22.8","21.8","79.7","84.6","379.9","342.8","129.6","50.1","0","0","1111.9999999999998","25.64408","85.90651"
"Maize","20.4785602216390037","Chhattisgarh",2002,"41.5","4.9","12.2","3.3","32.1","196.3","138.4","352.4","122.3","57.8","13.3","15.9","990.4","21.66374","81.84064000000002"
"Moong(Green Gram)","44.6476773795467599","Bihar",2011,"4.2","7.7","9.2","23.9","74.5","211","241.1","278.7","234.1","10","2","0.9","1097.3","25.64408","85.90651"
"Urad","11.1205510542171109","Tamil Nadu",2007,"7.2","7.5","1.8","58","44.9","73.1","101","136.5","89.1","248.9","79.2","219.9","1067.1","10.90943","78.36653000000003"
"Maize","361.9863603139698497","Bihar",2014,"17","33.5","8.4","0.7","103.9","115.2","265.4","307.6","160.3","47.8","0","1.2","1061","25.64408","85.90651"
"Rice","110.4122150189499500","Tamil Nadu",2008,"11.7","29.1","164.7","31.5","53.7","51.1","73.1","126.5","70.7","242.7","298.5","50.1","1203.4","10.90943","78.36653000000003"
"Maize","284.6481380748369263","Bihar",1999,"0.1","0.2","0.4","3.8","83.6","265.1","380.8","347.5","199.6","114.1","6.9","0.6","1402.6999999999994","25.64408","85.90651"
"Rice","17.2929436492916286","Arunachal Pradesh",2004,"38","39.1","175.5","210.2","298.7","402.9","654.3","243","278.5","184.8","5.6","15.2","2545.8","28.093770000000006","94.59213"
"Moong(Green Gram)","33.5719794499832885","Bihar",1999,"0.1","0.2","0.4","3.8","83.6","265.1","380.8","347.5","199.6","114.1","6.9","0.6","1402.6999999999994","25.64408","85.90651"
"Urad","8.0037119282000034","Chhattisgarh",2003,"3.7","17.7","12.1","2.6","0.7","128.7","446.6","519.7","384.1","157.6","5.8","14.9","1694.2","21.66374","81.84064000000002"
"Urad","2.9166666666666666","Punjab",2012,"62.6","3.2","1.9","31.1","1.6","11.9","120.2","135.1","112.3","2.2","0.4","11","493.5","30.92932","75.50048000000002"
"Urad","6.1088520342875796","Uttarakhand",2002,"53.8","123.2","100","76.3","82.3","139.6","205.7","465.4","301.3","19.9","3","4.2","1574.7000000000005","30.04174","79.08969"
"Rice","18.5764815074597113","Chhattisgarh",2004,"37.8","16.7","3.1","21.2","6.8","213.1","323.1","351.7","126.5","43.9","0.7","0.1","1144.7","21.66374","81.84064000000002"
"Moong(Green Gram)","10.3507575757575758","Punjab",2009,"9.4","14.4","10.5","14","5.6","10.6","158","76.8","54.7","4","2.7","0.4","361.1","30.92932","75.50048000000002"
"Rice","146.6281848337423413","Tamil Nadu",2014,"7.4","6.1","8.1","8.3","139.1","47.8","50.6","117.7","98.9","252.2","110.8","66","913","10.90943","78.36653000000003"
"Moong(Green Gram)","41.5263275200608996","Bihar",2009,"0.3","0.4","1.1","2.9","98.5","67.7","213.6","298.9","127.6","72.6","5.1","0.8","889.5","25.64408","85.90651"
"Moong(Green Gram)","9.8339826839826840","Punjab",2011,"3.5","35.6","8.2","17.8","18.9","162.9","120.9","193.5","140.2","0","1","2.6","705.1","30.92932","75.50048000000002"
"Urad","6.3258759535926776","Himachal Pradesh",2010,"25.5","96.6","45.1","60.3","81.4","108.5","291.8","274.1","176.7","30.5","10.8","58.1","1259.4","31.81676","77.34931999999998"
"Maize","41.5723048904632024","Tamil Nadu",2002,"2.9","22.1","3.9","9.2","32.6","23.7","11.8","26.5","32.2","93.7","47.2","12.2","317.99999999999994","10.90943","78.36653000000003"
"Moong(Green Gram)","41.0565211301203004","Bihar",2005,"13.9","14.3","12.1","7.7","28.6","82.5","300","309.1","105.1","34.3","0","0.2","907.8","25.64408","85.90651"
"Rice","163.3148057959953719","Bihar",2013,"5.1","22.6","0.6","32.3","89.5","183.3","182","213.6","143.3","197.1","0.4","0","1069.8","25.64408","85.90651"
"Maize","40.8173348390739691","Punjab",2010,"3.8","13.8","1.9","0.7","6","41.8","143.8","96.7","112.8","4.7","1.1","24.4","451.5","30.92932","75.50048000000002"
"Maize","3.5","Kerala",2014,"4.6","10.3","17.9","95.7","251","454.4","677.8","733.9","298.8","355.5","99.5","47.2","3046.6","10.35287","76.51204"
"Rice","30.4470441750090607","Uttarakhand",2008,"55.6","11.7","18.1","93","67.3","332.4","313.3","245.8","190.8","23.1","11.9","0.6","1363.5999999999997","30.04174","79.08969"
"Urad","2.9545454545454545","Punjab",2017,"42.4","3","14.5","12.3","12.3","110.8","94.4","122.2","62.7","0","5.2","17.7","497.5","30.92932","75.50048000000002"
"Rice","33.8322386881976893","Arunachal Pradesh",2017,"8.2","86.2","221.8","348.2","257.1","370.8","437.8","456.4","318.6","227.1","9.9","3.4","2745.5","28.093770000000006","94.59213"
"Rice","62.5387075651529558","Punjab",2003,"10.6","56.4","19.4","3","3.9","40.7","136.7","94.7","52.2","0","2.2","5","424.8","30.92932","75.50048000000002"
"Maize","25.4259524079431836","Chhattisgarh",2009,"1.2","0","2.3","1.9","11.2","45.3","455","247.1","104.7","43.6","42.5","1.9","956.7","21.66374","81.84064000000002"
"Rice","93.2233843996770754","Tamil Nadu",2007,"7.2","7.5","1.8","58","44.9","73.1","101","136.5","89.1","248.9","79.2","219.9","1067.1","10.90943","78.36653000000003"
"Moong(Green Gram)","7.7419617042569302","Chhattisgarh",2006,"2.7","0","26.2","17.2","23.5","92.2","495.1","447.2","184.6","13.3","15.1","0.7","1317.8","21.66374","81.84064000000002"
"Urad","10.9178883887139746","Uttarakhand",2014,"45.9","99.9","68.4","37.6","52.9","62.9","462.7","264.2","107.9","40.8","0","44.3","1287.5","30.04174","79.08969"
"Moong(Green Gram)","7.0407778571034480","Chhattisgarh",2005,"57.6","15.6","6.1","6.5","16.4","197","393.8","267.7","240.5","83.5","1.6","1","1287.3","21.66374","81.84064000000002"
"Moong(Green Gram)","1.4420954326593824","Himachal Pradesh",2002,"66.7","136.5","136.9","124","27","56.1","81.8","225.6","123.1","8.2","0.7","3.9","990.5","31.81676","77.34931999999998"
"Rice","71.2728169927938999","Punjab",2006,"15","3.7","46.1","1.3","32.1","73","220.3","90.8","120.7","24.6","13.4","6.7","647.7","30.92932","75.50048000000002"
"Rice","102.0872174232751338","Tamil Nadu",2012,"3","0.1","2.5","35.5","41.9","30.1","46.5","98","84.9","235.2","44.5","14","636.2","10.90943","78.36653000000003"
"Urad","2.4814814814814814","Punjab",1998,"2.8","55.8","25.5","19.1","2.7","42.4","160.6","90.1","139.5","49.9","0","0.2","588.6","30.92932","75.50048000000002"
"Urad","3.6666666666666666","Punjab",2010,"3.8","13.8","1.9","0.7","6","41.8","143.8","96.7","112.8","4.7","1.1","24.4","451.5","30.92932","75.50048000000002"
"Maize","22.8022899111335118","Uttarakhand",2005,"64.1","83.2","54.2","12.8","52.1","74","400.1","249.2","337.9","14.1","2.2","4.3","1348.1999999999996","30.04174","79.08969"
"Rice","20.8565220222827874","Chhattisgarh",2005,"57.6","15.6","6.1","6.5","16.4","197","393.8","267.7","240.5","83.5","1.6","1","1287.3","21.66374","81.84064000000002"
"Maize","26.7540883796053302","Himachal Pradesh",1998,"13.5","133.8","139.4","71.5","41.3","152.3","210.7","239.8","251.5","119.4","5.9","2.4","1381.5000000000002","31.81676","77.34931999999998"
"Urad","47.1119249501828549","Tamil Nadu",2017,"37.3","1.1","35.4","17.3","73.5","47.9","42","159.4","165.3","155.5","141.5","96.8","973","10.90943","78.36653000000003"
"Rice","125.8735502984371162","Tamil Nadu",2015,"8.3","2.3","21.7","108.8","112.4","62.4","43.5","81.6","98.4","132.6","379.8","152.8","1204.6","10.90943","78.36653000000003"
"Maize","323.8516325630861797","Tamil Nadu",2013,"3.9","30.9","30","20.3","42","54.6","42.7","110.7","113.5","127.9","112.3","53.2","742","10.90943","78.36653000000003"
"Rice","101.8923746104435270","Kerala",2017,"12.7","0.3","87.8","52.8","213.3","579.8","378.5","462.6","435.5","228","152.1","61.4","2664.8","10.35287","76.51204"
"Maize","27.9014417545969449","Himachal Pradesh",1999,"109.2","54.3","33.4","7.1","98.3","104.7","304.1","284.6","111.4","6.4","28.9","2.5","1144.9000000000003","31.81676","77.34931999999998"
"Moong(Green Gram)","30.0124247502396378","Tamil Nadu",2017,"37.3","1.1","35.4","17.3","73.5","47.9","42","159.4","165.3","155.5","141.5","96.8","973","10.90943","78.36653000000003"
"Rice","186.1797572186203251","Telangana",2017,"0","0","8.7","3.2","22.4","202.2","143.2","204.2","115.3","114.6","1.9","0","815.6999999999997","17.84959","79.11516999999998"
"Rice","17.7450424983604635","Himachal Pradesh",2015,"67.2","156.6","192.5","84.9","45","85.8","249.9","195.9","75.5","17.7","14.5","25","1210.5","31.81676","77.34931999999998"
"Urad","18.0116336116709023","Tamil Nadu",2006,"15.3","0.2","52.4","32.6","65.2","57.2","33.6","73.4","116.3","240.4","215.1","26.1","927.8","10.90943","78.36653000000003"
"Maize","29.2188872633063040","Himachal Pradesh",2011,"43.9","97.4","49.7","62.4","45.1","118.3","177.7","380.2","120.3","6","0.3","6.9","1108.2","31.81676","77.34931999999998"
"Maize","116.5437214472290931","Tamil Nadu",2006,"15.3","0.2","52.4","32.6","65.2","57.2","33.6","73.4","116.3","240.4","215.1","26.1","927.8","10.90943","78.36653000000003"
"Rice","52.0997500626879606","Chhattisgarh",2014,"2.3","29","21.4","17.3","25","104.9","416.7","327.7","252.7","77.9","2.6","1.1","1278.6","21.66374","81.84064000000002"
"Urad","11.3508350348815713","Tamil Nadu",2004,"2.8","0.7","3","16.2","101.1","21.2","98.6","85.1","208.3","271.1","204.5","25","1037.6","10.90943","78.36653000000003"
"Moong(Green Gram)","45.2600732335677094","Bihar",2008,"25.6","4.4","3.2","10.4","48.9","291.2","397.2","278.1","117.1","21.4","0.1","0","1197.6","25.64408","85.90651"
"Moong(Green Gram)","53.6755060959573276","Bihar",2013,"5.1","22.6","0.6","32.3","89.5","183.3","182","213.6","143.3","197.1","0.4","0","1069.8","25.64408","85.90651"
"Urad","2.9444444444444444","Punjab",2009,"9.4","14.4","10.5","14","5.6","10.6","158","76.8","54.7","4","2.7","0.4","361.1","30.92932","75.50048000000002"
"Maize","41.6591750636631529","Chhattisgarh",2011,"0.3","11.5","2.6","35","16.8","183.5","272.6","379.8","382.2","15.5","0","2.8","1302.6","21.66374","81.84064000000002"
"Urad","8.4177812940960791","Chhattisgarh",2008,"6.7","9.7","22.2","11.2","9.5","236.4","280.5","305.1","215.4","10.7","1.2","0","1108.6","21.66374","81.84064000000002"
"Maize","44.987554112554114","Punjab",2017,"42.4","3","14.5","12.3","12.3","110.8","94.4","122.2","62.7","0","5.2","17.7","497.5","30.92932","75.50048000000002"
"Moong(Green Gram)","9.1494206576610227","Punjab",2002,"2.4","6.6","6.8","3.3","20.8","24.7","50.4","58.4","95","2.6","0","3.7","274.7","30.92932","75.50048000000002"
"Moong(Green Gram)","7.1978378907913791","Punjab",1997,"14.5","5.4","8.9","35.8","30.4","55.3","144.1","261.5","24.3","39","28.8","42.1","690.0999999999997","30.92932","75.50048000000002"
"Maize","436.1495747486007438","Bihar",2012,"18.1","2.7","7.3","20.4","18.8","96.2","354","240.4","233.8","34.3","6.4","0","1032.4","25.64408","85.90651"
"Moong(Green Gram)","26.1025396130369713","Tamil Nadu",2016,"2.5","0.8","3.1","6.3","102.5","63","86.8","55.1","49","65.8","33.8","66.5","535.2","10.90943","78.36653000000003"
"Rice","103.9526014479147979","Kerala",2013,"3.9","40.1","49.9","49.3","119.3","1042.7","830.2","369.7","318.6","259.9","154.9","17","3255.5","10.35287","76.51204"
"Moong(Green Gram)","3.3788884790249110","Himachal Pradesh",2013,"79.9","182.6","76.6","28.9","32.6","233.6","208.8","240","65.8","21.8","16.6","24.8","1211.9999999999998","31.81676","77.34931999999998"
"Urad","4.4265679213435407","Himachal Pradesh",2000,"118.2","119","68.1","25.6","79.9","198","265.1","126.7","50.1","0","10.5","6.9","1068.1","31.81676","77.34931999999998"
"Moong(Green Gram)","16.4581176922605229","Tamil Nadu",2006,"15.3","0.2","52.4","32.6","65.2","57.2","33.6","73.4","116.3","240.4","215.1","26.1","927.8","10.90943","78.36653000000003"
"Maize","23.0197103723524698","Arunachal Pradesh",2006,"6","103.7","63.3","202.7","321.7","520.4","382.2","227.6","263.2","77.2","69.7","21.7","2259.399999999999","28.093770000000006","94.59213"
"Rice","96.4598395155265324","Tamil Nadu",1998,"6.9","5.7","4.1","23.6","55.8","43","101.9","152.9","121.8","124.7","242","197.4","1079.8","10.90943","78.36653000000003"
"Rice","24.5907182091576275","Uttarakhand",2002,"53.8","123.2","100","76.3","82.3","139.6","205.7","465.4","301.3","19.9","3","4.2","1574.7000000000005","30.04174","79.08969"
"Maize","97.9283729472790528","Tamil Nadu",2012,"3","0.1","2.5","35.5","41.9","30.1","46.5","98","84.9","235.2","44.5","14","636.2","10.90943","78.36653000000003"
"Urad","3.1385519982696014","Himachal Pradesh",2009,"54.8","45.9","43.4","91.2","53.5","45.5","170.2","162.6","172.1","16.4","93.1","7.8","956.5","31.81676","77.34931999999998"
"Moong(Green Gram)","7.9283799508618579","Chhattisgarh",2001,"0.8","0.3","14.6","17.6","16.6","339.4","630.6","380.3","108.4","86.9","4.6","0","1600.1","21.66374","81.84064000000002"
"Rice","16.9967274524022467","Himachal Pradesh",2011,"43.9","97.4","49.7","62.4","45.1","118.3","177.7","380.2","120.3","6","0.3","6.9","1108.2","31.81676","77.34931999999998"
"Moong(Green Gram)","48.9032464968217149","Bihar",2012,"18.1","2.7","7.3","20.4","18.8","96.2","354","240.4","233.8","34.3","6.4","0","1032.4","25.64408","85.90651"
"Rice","22.9804746436491213","Chhattisgarh",2003,"3.7","17.7","12.1","2.6","0.7","128.7","446.6","519.7","384.1","157.6","5.8","14.9","1694.2","21.66374","81.84064000000002"
"Rice","41.2483263301748067","Chhattisgarh",2011,"0.3","11.5","2.6","35","16.8","183.5","272.6","379.8","382.2","15.5","0","2.8","1302.6","21.66374","81.84064000000002"
"Maize","24.5954847425616764","Arunachal Pradesh",2012,"57.8","35.8","134.2","403.4","187.4","645.8","638.9","316","724.9","248.1","22","26.2","3440.4999999999995","28.093770000000006","94.59213"
"Maize","27.6620292446859584","Himachal Pradesh",2008,"129.9","63.2","6.3","44.4","42.9","187.3","194.9","224.7","142.6","33.9","5.3","38.9","1114.3000000000004","31.81676","77.34931999999998"
"Rice","27.7037837545947082","Uttarakhand",2006,"48.7","9.6","71.7","52.2","120.5","104.2","345.6","294.7","79.1","18.8","6.8","27","1178.9","30.04174","79.08969"
"Moong(Green Gram)","3.6202813505079998","Himachal Pradesh",2005,"147.8","222.9","143.3","35.2","52.4","52.6","317.2","114.2","156.3","1.8","0.3","4.5","1248.5","31.81676","77.34931999999998"
"Maize","23.7035599329202943","Uttarakhand",2010,"11.4","62.1","3.8","13.8","47","72.7","455.8","335.7","389.7","8","4.5","19.5","1424","30.04174","79.08969"
"Moong(Green Gram)","13.9579049389349424","Tamil Nadu",2010,"11.8","0.2","1.9","22.9","91.9","70","81.4","102.9","111.1","148.1","328.6","124.5","1095.3000000000004","10.90943","78.36653000000003"
"Maize","18.9694950449202983","Arunachal Pradesh",1998,"26.7","78.8","193.6","125","275","839.8","823.8","807","236.8","187.2","20.5","2.5","3616.7","28.093770000000006","94.59213"
"Urad","0","Kerala",2014,"4.6","10.3","17.9","95.7","251","454.4","677.8","733.9","298.8","355.5","99.5","47.2","3046.6","10.35287","76.51204"
"Rice","89.4962573270729570","Punjab",2016,"6.5","6","34.6","0.8","24.8","52.6","153.1","144.8","17.4","1.9","0.5","1.1","444.1","30.92932","75.50048000000002"
"Moong(Green Gram)","44.0403103447000502","Telangana",2016,"1.2","0.2","11.5","4.3","55.1","194","235.8","133.7","336.3","70.4","0.5","0.4","1043.4","17.84959","79.11516999999998"
"Maize","37.7593720005484711","Punjab",2000,"25.4","26.6","6.9","1.3","15.3","50.1","164.8","70","42","0","0.7","2.2","405.3","30.92932","75.50048000000002"
"Moong(Green Gram)","17.4135821394149482","Tamil Nadu",2011,"4.3","11.2","8","91.5","33.4","56","45.5","128.9","76","200.4","230.5","41","926.7","10.90943","78.36653000000003"
"Moong(Green Gram)","7.3117484363198653","Punjab",2001,"8","2.1","6.2","24.5","36.9","93.8","173.9","69.5","19.9","1.5","0.9","3.8","441","30.92932","75.50048000000002"
"Rice","20.9475428424388106","Arunachal Pradesh",2012,"57.8","35.8","134.2","403.4","187.4","645.8","638.9","316","724.9","248.1","22","26.2","3440.4999999999995","28.093770000000006","94.59213"
"Maize","287.4027781810902368","Bihar",2008,"25.6","4.4","3.2","10.4","48.9","291.2","397.2","278.1","117.1","21.4","0.1","0","1197.6","25.64408","85.90651"
"Maize","17.4244135279946609","Chhattisgarh",2005,"57.6","15.6","6.1","6.5","16.4","197","393.8","267.7","240.5","83.5","1.6","1","1287.3","21.66374","81.84064000000002"
"Moong(Green Gram)","39.9296632885361841","Telangana",2017,"0","0","8.7","3.2","22.4","202.2","143.2","204.2","115.3","114.6","1.9","0","815.6999999999997","17.84959","79.11516999999998"
"Rice","64.9506358403422629","Punjab",2005,"35.8","60.3","28.6","8.4","5.2","34.6","176.7","95.3","106.7","0.4","0","0","552","30.92932","75.50048000000002"
"Urad","9.3723018935955795","Chhattisgarh",2006,"2.7","0","26.2","17.2","23.5","92.2","495.1","447.2","184.6","13.3","15.1","0.7","1317.8","21.66374","81.84064000000002"
"Maize","252.9028050734346359","Bihar",2001,"1","0.5","3","12.6","98.4","224.4","224.7","225.9","274.8","181.3","0.5","0","1247.1","25.64408","85.90651"
"Urad","9.5034087528899460","Uttarakhand",2006,"48.7","9.6","71.7","52.2","120.5","104.2","345.6","294.7","79.1","18.8","6.8","27","1178.9","30.04174","79.08969"
"Maize","21.4663109490609153","Chhattisgarh",2004,"37.8","16.7","3.1","21.2","6.8","213.1","323.1","351.7","126.5","43.9","0.7","0.1","1144.7","21.66374","81.84064000000002"
"Rice","211.0436505505473818","Bihar",1997,"10.5","1.1","2.9","29.3","42.2","211","463.9","287.6","185.8","27.8","11","30.6","1303.6999999999996","25.64408","85.90651"
"Maize","47.9478410008071028","Punjab",2011,"3.5","35.6","8.2","17.8","18.9","162.9","120.9","193.5","140.2","0","1","2.6","705.1","30.92932","75.50048000000002"
"Rice","96.4882697989982141","Kerala",2006,"8.1","0.5","90.7","65.3","521.2","482.4","804","432.6","474.8","376.4","162.8","1.8","3420.6000000000013","10.35287","76.51204"
"Urad","14.2200081650228371","Tamil Nadu",2012,"3","0.1","2.5","35.5","41.9","30.1","46.5","98","84.9","235.2","44.5","14","636.2","10.90943","78.36653000000003"
"Rice","99.5462888363682157","Bihar",2005,"13.9","14.3","12.1","7.7","28.6","82.5","300","309.1","105.1","34.3","0","0.2","907.8","25.64408","85.90651"
"Maize","381.0405546438926631","Bihar",2011,"4.2","7.7","9.2","23.9","74.5","211","241.1","278.7","234.1","10","2","0.9","1097.3","25.64408","85.90651"
"Maize","3.4654088050314467","Kerala",2015,"3.1","5.8","50.1","214.1","201.8","563.6","406","252.2","292.9","308.1","223.6","79.4","2600.7","10.35287","76.51204"
"Rice","56.0673959416176523","Chhattisgarh",2016,"6.1","3.6","24.5","4.4","19.6","164.2","361","357.1","295.6","79.8","0","0","1315.9","21.66374","81.84064000000002"
"Urad","8.0794845049987033","Uttarakhand",2001,"22.7","27.9","83.4","48.2","109.1","297.3","493","371.7","68.3","6.3","1.4","15.1","1544.4","30.04174","79.08969"
"Rice","53.3117647035019187","Jharkhand",2008,"19.4","3.6","6.2","10.7","42.9","366.3","377.9","310.5","152.9","34","1","0","1325.4","23.45598","85.25573"
"Maize","21.9315295844262288","Arunachal Pradesh",1997,"26.2","68.5","158.5","94.7","212.6","548","395.2","237","403.5","58.5","45.9","26.3","2274.9","28.093770000000006","94.59213"
"Urad","14.8023365936506906","Chhattisgarh",2014,"2.3","29","21.4","17.3","25","104.9","416.7","327.7","252.7","77.9","2.6","1.1","1278.6","21.66374","81.84064000000002"
"Moong(Green Gram)","4.0","Uttarakhand",2016,"5.4","29.3","45.8","9.9","99.3","174.4","508.4","308.5","111.4","12.7","0","3.5","1308.6","30.04174","79.08969"
"Maize","33.7300919070601988","Tamil Nadu",1998,"6.9","5.7","4.1","23.6","55.8","43","101.9","152.9","121.8","124.7","242","197.4","1079.8","10.90943","78.36653000000003"
"Maize","33.7328792597199610","Tamil Nadu",1999,"8.3","24.1","3.9","56.9","74.5","46.4","55.3","74.8","73.1","268.9","182.8","53.6","922.6","10.90943","78.36653000000003"
"Moong(Green Gram)","10.0797326885176056","Tamil Nadu",2008,"11.7","29.1","164.7","31.5","53.7","51.1","73.1","126.5","70.7","242.7","298.5","50.1","1203.4","10.90943","78.36653000000003"
"Urad","24.7882504384084104","Bihar",2014,"17","33.5","8.4","0.7","103.9","115.2","265.4","307.6","160.3","47.8","0","1.2","1061","25.64408","85.90651"
"Maize","22.8890072770820150","Jharkhand",2005,"22.1","17.5","17.7","9.6","23.5","157.2","266.4","214.5","141.5","83.1","1.3","6.1","960.5","23.45598","85.25573"
"Maize","330.1759482609960279","Tamil Nadu",2011,"4.3","11.2","8","91.5","33.4","56","45.5","128.9","76","200.4","230.5","41","926.7","10.90943","78.36653000000003"
"Rice","47.6288179575456345","Jharkhand",2007,"1.7","48.4","25.5","22.3","58.1","125.4","430.4","353.6","324.7","39.6","7.6","0","1437.3","23.45598","85.25573"
"Urad","5.6420380017000995","Himachal Pradesh",1998,"13.5","133.8","139.4","71.5","41.3","152.3","210.7","239.8","251.5","119.4","5.9","2.4","1381.5000000000002","31.81676","77.34931999999998"
"Maize","32.5404872904872901","Punjab",1999,"43.4","5.6","4.3","0","22.6","35.6","139.6","82","30.7","0.5","0.1","0.2","364.6","30.92932","75.50048000000002"
"Maize","23.5224633528905592","Uttarakhand",2000,"29.9","69.4","37.9","18.1","83.3","313.9","420.1","536.1","195.3","1.1","7","0.7","1712.8","30.04174","79.08969"
"Maize","126.7803945936122569","Tamil Nadu",2010,"11.8","0.2","1.9","22.9","91.9","70","81.4","102.9","111.1","148.1","328.6","124.5","1095.3000000000004","10.90943","78.36653000000003"
"Maize","299.5504585385412998","Bihar",1997,"10.5","1.1","2.9","29.3","42.2","211","463.9","287.6","185.8","27.8","11","30.6","1303.6999999999996","25.64408","85.90651"
"Rice","59.1194948771600345","Punjab",1997,"14.5","5.4","8.9","35.8","30.4","55.3","144.1","261.5","24.3","39","28.8","42.1","690.0999999999997","30.92932","75.50048000000002"
"Moong(Green Gram)","0.4666666666666667","Uttarakhand",2005,"64.1","83.2","54.2","12.8","52.1","74","400.1","249.2","337.9","14.1","2.2","4.3","1348.1999999999996","30.04174","79.08969"
"Urad","19.9020081160335512","Tamil Nadu",2011,"4.3","11.2","8","91.5","33.4","56","45.5","128.9","76","200.4","230.5","41","926.7","10.90943","78.36653000000003"
"Urad","3.5619047619047618","Punjab",2002,"2.4","6.6","6.8","3.3","20.8","24.7","50.4","58.4","95","2.6","0","3.7","274.7","30.92932","75.50048000000002"
"Moong(Green Gram)","3.5039039039039039","Himachal Pradesh",2015,"67.2","156.6","192.5","84.9","45","85.8","249.9","195.9","75.5","17.7","14.5","25","1210.5","31.81676","77.34931999999998"
"Urad","8.2697613821365725","Chhattisgarh",2010,"7.9","4.9","1","5.9","12.6","102.6","426.8","340.3","302.5","54.3","20.2","27.6","1306.6","21.66374","81.84064000000002"
"Maize","32.0683882556315561","Jharkhand",2006,"0.3","0.2","22.4","15.7","107.4","198.3","447.1","337.2","298.7","24.6","7.4","0","1459.3000000000006","23.45598","85.25573"
"Maize","256.0527990381854440","Bihar",2002,"13.4","11.3","2.2","25","74.8","116.6","386.1","247.7","192.8","33.8","1.4","0.7","1105.8000000000004","25.64408","85.90651"
"Rice","17.3336138205222834","Himachal Pradesh",2012,"92.3","51.3","28.4","55.9","9.4","31.1","241.5","280.6","133.1","3.1","3.2","21.8","951.7","31.81676","77.34931999999998"
"Moong(Green Gram)","27.4466161616161613","Punjab",2017,"42.4","3","14.5","12.3","12.3","110.8","94.4","122.2","62.7","0","5.2","17.7","497.5","30.92932","75.50048000000002"
"Rice","53.8030006857386220","Jharkhand",2013,"1.1","17.9","1.6","22.3","85","181.5","211.1","278.1","173.8","281.1","0","0","1253.5","23.45598","85.25573"
"Moong(Green Gram)","0","Kerala",2014,"4.6","10.3","17.9","95.7","251","454.4","677.8","733.9","298.8","355.5","99.5","47.2","3046.6","10.35287","76.51204"
